id,group,Personality,has_missing
2928,Kept,Introvert,True
2929,Removed,Introvert,True
2930,Kept,Extrovert,False
2931,Kept,Introvert,True
2932,Kept,Extrovert,False
2933,Kept,Extrovert,False
2934,Kept,Extrovert,False
2935,Kept,Extrovert,False
2936,Removed,Extrovert,False
2937,Removed,Extrovert,False
2938,Kept,Extrovert,True
2939,Kept,Introvert,False
2940,Removed,Extrovert,True
2941,Kept,Extrovert,False
2942,Kept,Extrovert,False
2943,Removed,Introvert,False
2944,Removed,Extrovert,False
2945,Kept,Extrovert,False
2946,Kept,Extrovert,False
2947,Kept,Extrovert,False
2948,Kept,Extrovert,False
2949,Removed,Introvert,False
2950,Removed,Introvert,False
2951,Kept,Introvert,False
2952,Kept,Extrovert,True
2953,Removed,Extrovert,False
2954,Removed,Introvert,False
2955,Kept,Extrovert,True
2956,Kept,Extrovert,False
2957,Kept,Extrovert,False
2958,Kept,Introvert,True
2959,Kept,Extrovert,False
2960,Kept,Introvert,False
2961,Kept,Extrovert,True
2962,Removed,Extrovert,True
2963,Kept,Extrovert,False
2964,Removed,Extrovert,False
2965,Kept,Extrovert,False
2966,Removed,Introvert,False
2967,Kept,Extrovert,False
2968,Kept,Extrovert,False
2969,Removed,Extrovert,False
2970,Kept,Extrovert,False
2971,Kept,Extrovert,True
2972,Kept,Extrovert,True
2973,Kept,Extrovert,False
2974,Kept,Extrovert,False
2975,Kept,Extrovert,False
2976,Kept,Extrovert,False
2977,Kept,Extrovert,False
2978,Kept,Extrovert,True
2979,Removed,Introvert,False
2980,Removed,Extrovert,True
2981,Kept,Introvert,False
2982,Kept,Extrovert,False
2983,Kept,Extrovert,True
2984,Kept,Extrovert,True
2985,Kept,Introvert,False
2986,Removed,Extrovert,False
2987,Kept,Introvert,False
2988,Removed,Extrovert,False
2989,Removed,Extrovert,False
2990,Kept,Extrovert,False
2991,Kept,Extrovert,False
2992,Removed,Introvert,True
2993,Kept,Extrovert,False
2994,Kept,Extrovert,False
2995,Kept,Introvert,True
2996,Kept,Extrovert,False
2997,Removed,Introvert,False
2998,Kept,Extrovert,True
2999,Kept,Introvert,True
3000,Kept,Extrovert,False
3001,Kept,Extrovert,False
3002,Kept,Introvert,True
3003,Removed,Extrovert,False
3004,Removed,Extrovert,False
3005,Kept,Introvert,False
3006,Kept,Extrovert,False
3007,Kept,Extrovert,False
3008,Removed,Extrovert,False
3009,Kept,Extrovert,True
3010,Kept,Extrovert,False
3011,Kept,Extrovert,False
3012,Kept,Extrovert,False
3013,Kept,Extrovert,False
3014,Kept,Extrovert,True
3015,Removed,Extrovert,False
3016,Kept,Extrovert,False
3017,Kept,Extrovert,False
3018,Removed,Extrovert,False
3019,Kept,Extrovert,False
3020,Kept,Extrovert,False
3021,Removed,Extrovert,True
3022,Kept,Extrovert,False
3023,Removed,Extrovert,False
3024,Kept,Extrovert,True
3025,Kept,Introvert,False
3026,Kept,Extrovert,True
3027,Kept,Introvert,True
3028,Removed,Extrovert,False
3029,Kept,Extrovert,True
3030,Kept,Extrovert,False
3031,Kept,Extrovert,False
3032,Removed,Extrovert,True
3033,Kept,Introvert,False
3034,Kept,Extrovert,False
3035,Kept,Introvert,False
3036,Kept,Extrovert,True
3037,Removed,Introvert,False
3038,Kept,Extrovert,True
3039,Kept,Extrovert,True
3040,Kept,Extrovert,True
3041,Kept,Extrovert,False
3042,Kept,Introvert,False
3043,Kept,Extrovert,False
3044,Removed,Introvert,True
3045,Removed,Extrovert,False
3046,Removed,Extrovert,False
3047,Kept,Introvert,True
3048,Kept,Extrovert,False
3049,Kept,Extrovert,False
3050,Kept,Extrovert,False
3051,Kept,Extrovert,True
3052,Kept,Extrovert,False
3053,Removed,Extrovert,True
3054,Kept,Extrovert,False
3055,Kept,Introvert,False
3056,Kept,Extrovert,False
3057,Removed,Introvert,False
3058,Kept,Introvert,True
3059,Removed,Introvert,True
3060,Kept,Extrovert,False
3061,Kept,Extrovert,True
3062,Kept,Extrovert,False
3063,Removed,Extrovert,False
3064,Kept,Extrovert,False
3065,Kept,Extrovert,False
3066,Kept,Extrovert,True
3067,Kept,Extrovert,False
3068,Kept,Extrovert,True
3069,Kept,Extrovert,False
3070,Kept,Extrovert,False
3071,Removed,Extrovert,False
3072,Kept,Extrovert,True
3073,Kept,Introvert,False
3074,Kept,Extrovert,True
3075,Kept,Extrovert,False
3076,Kept,Introvert,True
3077,Kept,Extrovert,False
3078,Kept,Introvert,True
3079,Kept,Extrovert,False
3080,Kept,Extrovert,True
3081,Kept,Introvert,False
3082,Kept,Introvert,True
3083,Kept,Extrovert,True
3084,Removed,Extrovert,False
3085,Kept,Extrovert,False
3086,Removed,Introvert,False
3087,Removed,Extrovert,False
3088,Kept,Extrovert,False
3089,Removed,Introvert,True
3090,Kept,Extrovert,False
3091,Kept,Extrovert,True
3092,Kept,Extrovert,False
3093,Kept,Extrovert,False
3094,Kept,Extrovert,False
3095,Kept,Extrovert,False
3096,Kept,Extrovert,True
3097,Kept,Introvert,False
3098,Kept,Extrovert,False
3099,Kept,Extrovert,True
3100,Kept,Extrovert,True
3101,Kept,Extrovert,False
3102,Removed,Introvert,False
3103,Kept,Extrovert,False
3104,Removed,Introvert,True
3105,Kept,Introvert,True
3106,Removed,Introvert,False
3107,Kept,Introvert,False
3108,Kept,Introvert,True
3109,Kept,Extrovert,False
3110,Removed,Extrovert,False
3111,Removed,Introvert,True
3112,Kept,Extrovert,False
3113,Kept,Extrovert,True
3114,Kept,Introvert,False
3115,Removed,Extrovert,False
3116,Kept,Extrovert,False
3117,Removed,Extrovert,False
3118,Kept,Introvert,False
3119,Kept,Extrovert,False
3120,Kept,Extrovert,False
3121,Kept,Extrovert,False
3122,Removed,Introvert,True
3123,Kept,Extrovert,True
3124,Kept,Extrovert,True
3125,Kept,Extrovert,False
3126,Kept,Extrovert,False
3127,Kept,Extrovert,False
3128,Removed,Extrovert,False
3129,Kept,Extrovert,False
3130,Removed,Introvert,True
3131,Kept,Introvert,False
3132,Removed,Introvert,False
3133,Kept,Extrovert,True
3134,Kept,Extrovert,False
3135,Removed,Extrovert,True
3136,Kept,Extrovert,True
3137,Kept,Extrovert,False
3138,Kept,Extrovert,False
3139,Removed,Introvert,False
3140,Kept,Extrovert,True
3141,Kept,Extrovert,False
3142,Kept,Extrovert,True
3143,Kept,Extrovert,False
3144,Kept,Extrovert,False
3145,Kept,Extrovert,False
3146,Kept,Extrovert,False
3147,Removed,Extrovert,True
3148,Kept,Extrovert,False
3149,Kept,Introvert,True
3150,Kept,Extrovert,False
3151,Kept,Introvert,False
3152,Kept,Introvert,False
3153,Removed,Extrovert,False
3154,Kept,Introvert,True
3155,Kept,Introvert,False
3156,Kept,Extrovert,True
3157,Kept,Introvert,False
3158,Kept,Extrovert,False
3159,Kept,Introvert,False
3160,Kept,Introvert,False
3161,Kept,Extrovert,False
3162,Kept,Extrovert,False
3163,Kept,Extrovert,False
3164,Kept,Extrovert,False
3165,Removed,Extrovert,False
3166,Removed,Introvert,False
3167,Kept,Extrovert,True
3168,Removed,Introvert,False
3169,Removed,Introvert,False
3170,Kept,Extrovert,False
3171,Kept,Extrovert,False
3172,Kept,Introvert,True
3173,Removed,Introvert,False
3174,Kept,Extrovert,True
3175,Kept,Extrovert,True
3176,Kept,Introvert,True
3177,Kept,Extrovert,False
3178,Kept,Extrovert,True
3179,Kept,Extrovert,False
3180,Kept,Extrovert,True
3181,Kept,Introvert,False
3182,Kept,Introvert,True
3183,Kept,Extrovert,False
3184,Kept,Introvert,False
3185,Removed,Introvert,False
3186,Kept,Extrovert,False
3187,Removed,Introvert,True
3188,Kept,Extrovert,False
3189,Kept,Extrovert,False
3190,Kept,Extrovert,False
3191,Removed,Extrovert,False
3192,Kept,Extrovert,False
3193,Kept,Extrovert,False
3194,Removed,Extrovert,True
3195,Kept,Extrovert,True
3196,Kept,Extrovert,False
3197,Kept,Extrovert,False
3198,Kept,Extrovert,True
3199,Kept,Extrovert,False
3200,Kept,Introvert,False
3201,Kept,Extrovert,False
3202,Kept,Extrovert,True
3203,Removed,Extrovert,False
3204,Kept,Extrovert,True
3205,Kept,Extrovert,False
3206,Kept,Extrovert,True
3207,Kept,Extrovert,True
3208,Removed,Introvert,False
3209,Kept,Extrovert,True
3210,Kept,Extrovert,False
3211,Kept,Introvert,False
3212,Kept,Extrovert,False
3213,Kept,Introvert,True
3214,Kept,Extrovert,False
3215,Kept,Extrovert,False
3216,Removed,Extrovert,False
3217,Removed,Introvert,True
3218,Kept,Introvert,False
3219,Kept,Extrovert,True
3220,Kept,Extrovert,False
3221,Removed,Introvert,True
3222,Kept,Extrovert,False
3223,Kept,Extrovert,False
3224,Kept,Extrovert,False
3225,Kept,Introvert,False
3226,Kept,Introvert,False
3227,Kept,Extrovert,True
3228,Kept,Extrovert,False
3229,Kept,Introvert,True
3230,Kept,Extrovert,True
3231,Kept,Extrovert,False
3232,Removed,Introvert,False
3233,Kept,Extrovert,False
3234,Kept,Extrovert,False
3235,Removed,Introvert,True
3236,Kept,Extrovert,False
3237,Kept,Introvert,True
3238,Kept,Introvert,False
3239,Removed,Introvert,False
3240,Kept,Extrovert,False
3241,Removed,Extrovert,False
3242,Kept,Introvert,True
3243,Kept,Extrovert,False
3244,Removed,Extrovert,False
3245,Kept,Extrovert,True
3246,Removed,Extrovert,False
3247,Kept,Introvert,False
3248,Kept,Extrovert,False
3249,Kept,Extrovert,True
3250,Kept,Extrovert,False
3251,Kept,Introvert,True
3252,Removed,Introvert,False
3253,Kept,Extrovert,True
3254,Kept,Extrovert,False
3255,Removed,Extrovert,True
3256,Kept,Extrovert,False
3257,Kept,Extrovert,True
3258,Kept,Extrovert,True
3259,Kept,Extrovert,False
3260,Kept,Extrovert,False
3261,Kept,Extrovert,False
3262,Kept,Introvert,True
3263,Kept,Extrovert,True
3264,Kept,Extrovert,False
3265,Removed,Extrovert,False
3266,Kept,Extrovert,True
3267,Removed,Extrovert,True
3268,Kept,Extrovert,False
3269,Kept,Extrovert,False
3270,Removed,Extrovert,False
3271,Kept,Extrovert,False
3272,Kept,Extrovert,False
3273,Kept,Extrovert,False
3274,Kept,Extrovert,False
3275,Kept,Extrovert,False
3276,Kept,Introvert,False
3277,Kept,Extrovert,False
3278,Kept,Introvert,False
3279,Removed,Introvert,False
3280,Kept,Introvert,False
3281,Kept,Extrovert,False
3282,Kept,Introvert,False
3283,Removed,Introvert,True
3284,Kept,Extrovert,False
3285,Kept,Extrovert,False
3286,Removed,Extrovert,True
3287,Removed,Extrovert,True
3288,Kept,Extrovert,False
3289,Removed,Introvert,False
3290,Kept,Extrovert,False
3291,Kept,Introvert,False
3292,Kept,Extrovert,False
3293,Kept,Extrovert,False
3294,Kept,Extrovert,True
3295,Kept,Extrovert,False
3296,Kept,Introvert,True
3297,Kept,Extrovert,False
3298,Kept,Introvert,True
3299,Kept,Extrovert,False
3300,Kept,Introvert,False
3301,Kept,Extrovert,False
3302,Removed,Extrovert,False
3303,Kept,Extrovert,False
3304,Kept,Introvert,False
3305,Kept,Extrovert,False
3306,Removed,Introvert,False
3307,Kept,Extrovert,True
3308,Kept,Extrovert,False
3309,Removed,Introvert,False
3310,Kept,Extrovert,True
3311,Kept,Extrovert,False
3312,Removed,Extrovert,False
3313,Kept,Extrovert,True
3314,Removed,Extrovert,False
3315,Kept,Introvert,False
3316,Kept,Extrovert,False
3317,Kept,Extrovert,True
3318,Kept,Extrovert,False
3319,Kept,Extrovert,True
3320,Removed,Extrovert,False
3321,Removed,Extrovert,True
3322,Kept,Introvert,True
3323,Kept,Extrovert,False
3324,Kept,Extrovert,True
3325,Kept,Extrovert,True
3326,Kept,Extrovert,False
3327,Removed,Extrovert,False
3328,Kept,Extrovert,False
3329,Kept,Introvert,True
3330,Kept,Extrovert,False
3331,Removed,Extrovert,False
3332,Kept,Extrovert,False
3333,Removed,Introvert,False
3334,Removed,Introvert,False
3335,Removed,Extrovert,False
3336,Kept,Extrovert,False
3337,Kept,Extrovert,True
3338,Removed,Introvert,False
3339,Removed,Introvert,False
3340,Kept,Extrovert,False
3341,Kept,Extrovert,False
3342,Removed,Extrovert,True
3343,Kept,Extrovert,True
3344,Kept,Extrovert,True
3345,Kept,Extrovert,True
3346,Kept,Extrovert,False
3347,Kept,Extrovert,False
3348,Kept,Extrovert,False
3349,Removed,Introvert,True
3350,Kept,Extrovert,False
3351,Kept,Introvert,False
3352,Removed,Introvert,True
3353,Removed,Introvert,True
3354,Kept,Extrovert,False
3355,Kept,Extrovert,False
3356,Kept,Extrovert,False
3357,Kept,Extrovert,False
3358,Kept,Introvert,True
3359,Kept,Extrovert,True
3360,Removed,Introvert,True
3361,Removed,Introvert,False
3362,Kept,Extrovert,False
3363,Kept,Extrovert,True
3364,Kept,Extrovert,True
3365,Kept,Extrovert,False
3366,Kept,Extrovert,True
3367,Kept,Extrovert,False
3368,Kept,Extrovert,False
3369,Kept,Introvert,False
3370,Kept,Introvert,True
3371,Removed,Introvert,False
3372,Removed,Extrovert,False
3373,Kept,Extrovert,True
3374,Removed,Extrovert,False
3375,Kept,Extrovert,False
3376,Removed,Introvert,False
3377,Kept,Extrovert,True
3378,Kept,Extrovert,True
3379,Removed,Extrovert,True
3380,Kept,Extrovert,True
3381,Removed,Extrovert,False
3382,Kept,Extrovert,False
3383,Kept,Extrovert,True
3384,Kept,Extrovert,False
3385,Kept,Extrovert,False
3386,Kept,Introvert,True
3387,Removed,Introvert,True
3388,Kept,Extrovert,False
3389,Removed,Introvert,True
3390,Kept,Extrovert,True
3391,Kept,Introvert,True
3392,Kept,Introvert,False
3393,Kept,Extrovert,False
3394,Kept,Extrovert,False
3395,Removed,Introvert,False
3396,Removed,Introvert,False
3397,Kept,Extrovert,True
3398,Removed,Introvert,False
3399,Kept,Extrovert,False
3400,Kept,Introvert,True
3401,Kept,Extrovert,False
3402,Kept,Introvert,True
3403,Kept,Extrovert,False
3404,Kept,Extrovert,False
3405,Removed,Introvert,True
3406,Removed,Extrovert,False
3407,Kept,Extrovert,False
3408,Kept,Extrovert,True
3409,Kept,Introvert,True
3410,Removed,Extrovert,True
3411,Kept,Extrovert,True
3412,Kept,Extrovert,False
3413,Kept,Extrovert,False
3414,Removed,Introvert,True
3415,Kept,Introvert,False
3416,Kept,Extrovert,False
3417,Kept,Extrovert,True
3418,Kept,Extrovert,True
3419,Kept,Extrovert,True
3420,Kept,Extrovert,False
3421,Removed,Extrovert,False
3422,Removed,Introvert,False
3423,Kept,Extrovert,False
3424,Removed,Introvert,False
3425,Removed,Extrovert,False
3426,Kept,Extrovert,False
3427,Kept,Introvert,True
3428,Kept,Extrovert,True
3429,Kept,Extrovert,False
3430,Kept,Extrovert,False
3431,Kept,Introvert,False
3432,Kept,Extrovert,True
3433,Kept,Extrovert,True
3434,Kept,Extrovert,False
3435,Kept,Extrovert,True
3436,Kept,Extrovert,False
3437,Kept,Extrovert,True
3438,Kept,Introvert,True
3439,Kept,Introvert,True
3440,Kept,Extrovert,False
3441,Kept,Extrovert,False
3442,Removed,Extrovert,False
3443,Removed,Introvert,False
3444,Kept,Extrovert,False
3445,Removed,Extrovert,False
3446,Removed,Introvert,False
3447,Kept,Extrovert,False
3448,Kept,Extrovert,False
3449,Removed,Introvert,False
3450,Kept,Extrovert,True
3451,Kept,Extrovert,False
3452,Kept,Extrovert,True
3453,Kept,Introvert,True
3454,Kept,Extrovert,True
3455,Removed,Extrovert,True
3456,Removed,Extrovert,True
3457,Removed,Introvert,False
3458,Kept,Extrovert,True
3459,Kept,Extrovert,False
3460,Removed,Extrovert,False
3461,Kept,Extrovert,False
3462,Kept,Extrovert,False
3463,Kept,Extrovert,True
3464,Kept,Extrovert,False
3465,Kept,Extrovert,False
3466,Kept,Extrovert,False
3467,Kept,Introvert,True
3468,Kept,Extrovert,False
3469,Kept,Extrovert,False
3470,Removed,Extrovert,False
3471,Kept,Extrovert,True
3472,Removed,Extrovert,False
3473,Kept,Extrovert,True
3474,Kept,Extrovert,False
3475,Removed,Introvert,False
3476,Removed,Extrovert,False
3477,Kept,Extrovert,False
3478,Kept,Extrovert,True
3479,Kept,Extrovert,True
3480,Kept,Extrovert,False
3481,Kept,Extrovert,False
3482,Kept,Extrovert,False
3483,Removed,Extrovert,False
3484,Kept,Extrovert,True
3485,Kept,Extrovert,False
3486,Removed,Extrovert,False
3487,Kept,Extrovert,True
3488,Kept,Extrovert,True
3489,Kept,Extrovert,False
3490,Kept,Extrovert,False
3491,Kept,Extrovert,False
3492,Removed,Extrovert,True
3493,Kept,Extrovert,True
3494,Kept,Extrovert,False
3495,Kept,Extrovert,False
3496,Kept,Extrovert,False
3497,Removed,Introvert,True
3498,Kept,Extrovert,True
3499,Kept,Introvert,True
3500,Removed,Extrovert,False
3501,Kept,Extrovert,True
3502,Kept,Extrovert,False
3503,Kept,Extrovert,False
3504,Kept,Extrovert,True
3505,Kept,Extrovert,False
3506,Kept,Extrovert,False
3507,Kept,Extrovert,False
3508,Kept,Introvert,False
3509,Kept,Extrovert,False
3510,Kept,Extrovert,False
3511,Kept,Extrovert,True
3512,Kept,Extrovert,True
3513,Kept,Introvert,True
3514,Kept,Introvert,False
3515,Removed,Introvert,False
3516,Kept,Introvert,True
3517,Kept,Extrovert,False
3518,Kept,Extrovert,False
3519,Kept,Extrovert,False
3520,Kept,Extrovert,False
3521,Kept,Extrovert,True
3522,Kept,Extrovert,False
3523,Kept,Extrovert,False
3524,Kept,Extrovert,False
3525,Kept,Extrovert,False
3526,Removed,Extrovert,True
3527,Kept,Introvert,True
3528,Kept,Extrovert,False
3529,Kept,Extrovert,True
3530,Kept,Introvert,True
3531,Kept,Extrovert,True
3532,Kept,Introvert,True
3533,Kept,Extrovert,False
3534,Kept,Extrovert,False
3535,Removed,Introvert,True
3536,Kept,Extrovert,False
3537,Kept,Introvert,False
3538,Kept,Extrovert,False
3539,Removed,Extrovert,False
3540,Removed,Introvert,False
3541,Removed,Introvert,True
3542,Kept,Introvert,True
3543,Kept,Extrovert,True
3544,Kept,Extrovert,False
3545,Kept,Extrovert,True
3546,Removed,Extrovert,True
3547,Kept,Introvert,True
3548,Removed,Extrovert,False
3549,Kept,Extrovert,False
3550,Kept,Introvert,False
3551,Kept,Introvert,True
3552,Kept,Extrovert,True
3553,Kept,Extrovert,True
3554,Kept,Extrovert,False
3555,Kept,Extrovert,False
3556,Kept,Introvert,True
3557,Kept,Extrovert,False
3558,Removed,Introvert,False
3559,Removed,Extrovert,False
3560,Removed,Introvert,True
3561,Kept,Extrovert,True
3562,Removed,Introvert,False
3563,Kept,Extrovert,False
3564,Kept,Extrovert,False
3565,Removed,Extrovert,True
3566,Removed,Extrovert,False
3567,Kept,Extrovert,True
3568,Kept,Extrovert,True
3569,Kept,Extrovert,False
3570,Kept,Introvert,True
3571,Kept,Extrovert,False
3572,Removed,Extrovert,False
3573,Kept,Extrovert,False
3574,Removed,Introvert,False
3575,Removed,Extrovert,False
3576,Kept,Extrovert,False
3577,Kept,Extrovert,True
3578,Kept,Extrovert,False
3579,Kept,Introvert,False
3580,Kept,Extrovert,True
3581,Removed,Extrovert,False
3582,Removed,Extrovert,False
3583,Kept,Introvert,False
3584,Kept,Extrovert,False
3585,Kept,Extrovert,True
3586,Removed,Extrovert,False
3587,Kept,Introvert,False
3588,Kept,Introvert,False
3589,Removed,Extrovert,True
3590,Kept,Extrovert,True
3591,Kept,Extrovert,True
3592,Kept,Extrovert,True
3593,Kept,Introvert,True
3594,Kept,Introvert,False
3595,Removed,Introvert,False
3596,Removed,Introvert,True
3597,Removed,Extrovert,False
3598,Kept,Extrovert,False
3599,Removed,Extrovert,False
3600,Kept,Introvert,False
3601,Kept,Introvert,False
3602,Removed,Extrovert,False
3603,Kept,Extrovert,False
3604,Kept,Extrovert,True
3605,Removed,Introvert,False
3606,Removed,Introvert,False
3607,Removed,Extrovert,False
3608,Kept,Extrovert,True
3609,Kept,Extrovert,False
3610,Removed,Introvert,True
3611,Kept,Extrovert,False
3612,Kept,Extrovert,False
3613,Kept,Extrovert,False
3614,Kept,Extrovert,False
3615,Kept,Introvert,True
3616,Kept,Extrovert,False
3617,Kept,Extrovert,False
3618,Removed,Introvert,False
3619,Kept,Extrovert,True
3620,Kept,Extrovert,False
3621,Removed,Introvert,False
3622,Kept,Extrovert,False
3623,Kept,Extrovert,False
3624,Kept,Introvert,False
3625,Kept,Extrovert,True
3626,Kept,Extrovert,False
3627,Removed,Introvert,True
3628,Kept,Extrovert,False
3629,Kept,Extrovert,False
3630,Kept,Extrovert,True
3631,Removed,Introvert,True
3632,Kept,Extrovert,False
3633,Kept,Extrovert,False
3634,Kept,Extrovert,False
3635,Kept,Extrovert,True
3636,Kept,Introvert,False
3637,Removed,Extrovert,True
3638,Removed,Extrovert,True
3639,Kept,Extrovert,False
3640,Kept,Extrovert,False
3641,Kept,Extrovert,False
3642,Removed,Extrovert,False
3643,Kept,Extrovert,True
3644,Kept,Extrovert,True
3645,Kept,Extrovert,False
3646,Kept,Extrovert,False
3647,Removed,Introvert,False
3648,Removed,Introvert,True
3649,Kept,Introvert,False
3650,Kept,Extrovert,False
3651,Removed,Extrovert,False
3652,Kept,Extrovert,False
3653,Kept,Extrovert,False
3654,Kept,Extrovert,False
3655,Removed,Introvert,False
3656,Kept,Introvert,True
3657,Removed,Introvert,True
3658,Kept,Extrovert,False
3659,Kept,Extrovert,True
3660,Kept,Extrovert,False
3661,Kept,Extrovert,False
3662,Kept,Introvert,True
3663,Kept,Extrovert,False
3664,Kept,Extrovert,False
3665,Kept,Introvert,False
3666,Removed,Extrovert,False
3667,Removed,Extrovert,False
3668,Kept,Extrovert,False
3669,Removed,Extrovert,False
3670,Removed,Extrovert,True
3671,Kept,Extrovert,False
3672,Removed,Extrovert,False
3673,Removed,Introvert,False
3674,Kept,Extrovert,False
3675,Kept,Extrovert,True
3676,Kept,Extrovert,False
3677,Kept,Extrovert,True
3678,Removed,Extrovert,False
3679,Kept,Extrovert,False
3680,Removed,Introvert,False
3681,Removed,Extrovert,False
3682,Removed,Introvert,True
3683,Kept,Introvert,True
3684,Removed,Extrovert,True
3685,Removed,Extrovert,True
3686,Kept,Extrovert,False
3687,Kept,Introvert,False
3688,Kept,Extrovert,False
3689,Removed,Extrovert,False
3690,Kept,Extrovert,True
3691,Removed,Extrovert,True
3692,Removed,Introvert,False
3693,Removed,Extrovert,False
3694,Kept,Introvert,False
3695,Kept,Extrovert,False
3696,Kept,Extrovert,True
3697,Removed,Introvert,False
3698,Kept,Extrovert,False
3699,Kept,Extrovert,False
3700,Removed,Extrovert,False
3701,Removed,Introvert,False
3702,Kept,Extrovert,True
3703,Kept,Extrovert,False
3704,Kept,Extrovert,True
3705,Removed,Extrovert,False
3706,Kept,Extrovert,False
3707,Kept,Extrovert,True
3708,Removed,Introvert,True
3709,Removed,Extrovert,False
3710,Removed,Introvert,True
3711,Kept,Extrovert,False
3712,Kept,Extrovert,True
3713,Kept,Extrovert,False
3714,Kept,Extrovert,True
3715,Kept,Extrovert,False
3716,Removed,Extrovert,False
3717,Removed,Extrovert,False
3718,Kept,Extrovert,False
3719,Kept,Extrovert,True
3720,Kept,Extrovert,False
3721,Kept,Extrovert,False
3722,Kept,Introvert,False
3723,Removed,Extrovert,True
3724,Kept,Extrovert,False
3725,Kept,Extrovert,False
3726,Kept,Introvert,False
3727,Kept,Extrovert,False
3728,Kept,Extrovert,False
3729,Kept,Extrovert,True
3730,Kept,Extrovert,False
3731,Removed,Introvert,False
3732,Kept,Extrovert,False
3733,Kept,Extrovert,False
3734,Kept,Extrovert,False
3735,Kept,Extrovert,True
3736,Removed,Extrovert,False
3737,Kept,Introvert,False
3738,Kept,Extrovert,False
3739,Kept,Introvert,True
3740,Removed,Extrovert,False
3741,Kept,Extrovert,False
3742,Kept,Extrovert,True
3743,Removed,Extrovert,False
3744,Kept,Extrovert,True
3745,Kept,Extrovert,False
3746,Kept,Extrovert,True
3747,Kept,Introvert,True
3748,Kept,Extrovert,False
3749,Kept,Extrovert,False
3750,Removed,Introvert,True
3751,Removed,Extrovert,False
3752,Kept,Extrovert,True
3753,Removed,Extrovert,False
3754,Kept,Extrovert,False
3755,Kept,Extrovert,False
3756,Kept,Introvert,False
3757,Removed,Introvert,True
3758,Kept,Extrovert,True
3759,Kept,Extrovert,True
3760,Kept,Extrovert,True
3761,Kept,Introvert,True
3762,Kept,Extrovert,False
3763,Kept,Extrovert,False
3764,Kept,Extrovert,True
3765,Removed,Extrovert,False
3766,Removed,Extrovert,True
3767,Kept,Extrovert,True
3768,Removed,Extrovert,False
3769,Kept,Extrovert,False
3770,Kept,Extrovert,True
3771,Kept,Extrovert,False
3772,Removed,Introvert,False
3773,Kept,Extrovert,True
3774,Kept,Extrovert,False
3775,Removed,Introvert,False
3776,Kept,Extrovert,False
3777,Kept,Extrovert,False
3778,Kept,Introvert,False
3779,Kept,Extrovert,False
3780,Kept,Extrovert,False
3781,Kept,Extrovert,False
3782,Removed,Introvert,False
3783,Removed,Extrovert,False
3784,Kept,Extrovert,False
3785,Removed,Introvert,True
3786,Kept,Extrovert,False
3787,Kept,Extrovert,False
3788,Kept,Introvert,False
3789,Kept,Introvert,True
3790,Kept,Extrovert,True
3791,Kept,Extrovert,False
3792,Removed,Extrovert,False
3793,Removed,Introvert,True
3794,Removed,Extrovert,False
3795,Kept,Extrovert,False
3796,Kept,Extrovert,True
3797,Kept,Extrovert,True
3798,Kept,Extrovert,False
3799,Kept,Extrovert,False
3800,Removed,Extrovert,False
3801,Kept,Extrovert,False
3802,Kept,Introvert,True
3803,Kept,Extrovert,True
3804,Removed,Introvert,False
3805,Kept,Extrovert,True
3806,Kept,Extrovert,True
3807,Removed,Introvert,True
3808,Kept,Extrovert,True
3809,Kept,Extrovert,True
3810,Removed,Extrovert,True
3811,Removed,Introvert,False
3812,Kept,Extrovert,False
3813,Kept,Extrovert,False
3814,Removed,Extrovert,False
3815,Removed,Extrovert,False
3816,Kept,Extrovert,False
3817,Kept,Extrovert,False
3818,Removed,Introvert,False
3819,Removed,Extrovert,False
3820,Removed,Extrovert,False
3821,Kept,Extrovert,True
3822,Kept,Extrovert,False
3823,Kept,Extrovert,False
3824,Kept,Extrovert,False
3825,Kept,Extrovert,False
3826,Kept,Extrovert,False
3827,Removed,Introvert,True
3828,Removed,Introvert,True
3829,Kept,Extrovert,True
3830,Kept,Extrovert,False
3831,Kept,Introvert,False
3832,Kept,Extrovert,False
3833,Removed,Introvert,False
3834,Kept,Extrovert,False
3835,Kept,Extrovert,False
3836,Kept,Extrovert,False
3837,Removed,Extrovert,False
3838,Removed,Extrovert,True
3839,Kept,Extrovert,False
3840,Removed,Introvert,False
3841,Removed,Introvert,True
3842,Kept,Introvert,False
3843,Removed,Introvert,False
3844,Removed,Extrovert,False
3845,Removed,Extrovert,False
3846,Kept,Extrovert,False
3847,Kept,Extrovert,False
3848,Kept,Extrovert,False
3849,Kept,Introvert,False
3850,Kept,Extrovert,False
3851,Kept,Extrovert,False
3852,Kept,Extrovert,False
3853,Kept,Extrovert,True
3854,Kept,Extrovert,True
3855,Removed,Extrovert,False
3856,Kept,Extrovert,False
3857,Kept,Extrovert,False
3858,Kept,Extrovert,True
3859,Removed,Introvert,True
3860,Kept,Extrovert,False
3861,Kept,Extrovert,False
3862,Kept,Extrovert,False
3863,Removed,Introvert,False
3864,Kept,Extrovert,True
3865,Kept,Extrovert,False
3866,Kept,Extrovert,False
3867,Kept,Extrovert,False
3868,Removed,Extrovert,False
3869,Kept,Introvert,False
3870,Removed,Introvert,True
3871,Kept,Extrovert,True
3872,Kept,Extrovert,False
3873,Kept,Extrovert,False
3874,Removed,Extrovert,False
3875,Kept,Extrovert,False
3876,Kept,Extrovert,True
