id,adv_prob,Personality
5550,0.0375,Extrovert
5551,0.02,Extrovert
5552,0.2765357142857143,Extrovert
5553,0.02333333333333333,Extrovert
5554,0.003333333333333333,Extrovert
5555,0.0115,Extrovert
5556,0.032,Extrovert
5557,0.03,Introvert
5558,0.13,Extrovert
5559,0.13,Introvert
5560,0.0,Extrovert
5561,0.045,Introvert
5562,0.05333333333333333,Extrovert
5563,0.028333333333333332,Extrovert
5564,0.04,Introvert
5565,0.12,Extrovert
5566,0.136,Introvert
5567,0.02,Introvert
5568,0.46252380952380945,Extrovert
5569,0.029714285714285714,Extrovert
5570,0.03233333333333333,Extrovert
5571,0.08833333333333332,Extrovert
5572,0.12999999999999998,Extrovert
5573,0.14,Extrovert
5574,0.16335714285714287,Extrovert
5575,0.0925,Extrovert
5576,0.34964285714285714,Extrovert
5577,0.06,Introvert
5578,0.135,Extrovert
5579,0.0,Extrovert
5580,0.4365,Extrovert
5581,0.03,Introvert
5582,0.07,Introvert
5583,0.4492857142857142,Extrovert
5584,0.4913333333333332,Extrovert
5585,0.01,Extrovert
5586,0.44499999999999995,Extrovert
5587,0.1763888888888889,Extrovert
5588,0.4856666666666667,Extrovert
5589,0.1,Introvert
5590,0.025,Extrovert
5591,0.08,Extrovert
5592,0.0,Extrovert
5593,0.07321428571428572,Extrovert
5594,0.07733333333333334,Extrovert
5595,0.19,Introvert
5596,0.05,Extrovert
5597,0.15,Introvert
5598,0.13016666666666665,Extrovert
5599,0.14416666666666667,Extrovert
5600,0.075,Extrovert
5601,0.1,Introvert
5602,0.07,Introvert
5603,0.08,Extrovert
5604,0.1,Extrovert
5605,0.1383333333333333,Extrovert
5606,0.3853333333333333,Extrovert
5607,0.08,Introvert
5608,0.13833333333333334,Extrovert
5609,0.115,Extrovert
5610,0.0757142857142857,Extrovert
5611,0.29,Introvert
5612,0.12,Introvert
5613,0.0,Extrovert
5614,0.07,Extrovert
5615,0.05,Introvert
5616,0.02,Extrovert
5617,0.035,Extrovert
5618,0.013333333333333332,Extrovert
5619,0.006666666666666666,Extrovert
5620,0.15221031746031743,Extrovert
5621,0.0,Extrovert
5622,0.028666666666666667,Extrovert
5623,0.12416666666666666,Extrovert
5624,0.064,Extrovert
5625,0.06,Extrovert
5626,0.16,Introvert
5627,0.10666666666666667,Extrovert
5628,0.044500000000000005,Extrovert
5629,0.0,Extrovert
5630,0.05583333333333334,Extrovert
5631,0.11,Extrovert
5632,0.07,Extrovert
5633,0.44249999999999995,Extrovert
5634,0.15,Introvert
5635,0.01,Extrovert
5636,0.026666666666666665,Extrovert
5637,0.15666666666666665,Extrovert
5638,0.07,Extrovert
5639,0.6675952380952381,Extrovert
5640,0.105,Extrovert
5641,0.08899999999999998,Extrovert
5642,0.3732643467643467,Extrovert
5643,0.016666666666666666,Extrovert
5644,0.06,Introvert
5645,0.06166666666666666,Extrovert
5646,0.08,Extrovert
5647,0.6642142857142855,Extrovert
5648,0.159,Extrovert
5649,0.3452193362193362,Extrovert
5650,0.064,Extrovert
5651,0.01,Extrovert
5652,0.08,Extrovert
5653,0.18316666666666667,Extrovert
5654,0.16,Introvert
5655,0.0675,Extrovert
5656,0.04,Extrovert
5657,0.42566666666666675,Introvert
5658,0.02,Extrovert
5659,0.4476666666666667,Extrovert
5660,0.34285714285714275,Extrovert
5661,0.43400000000000005,Extrovert
5662,0.0475,Extrovert
5663,0.008666666666666666,Extrovert
5664,0.005,Extrovert
5665,0.07,Introvert
5666,0.01,Extrovert
5667,0.18166666666666664,Extrovert
5668,0.6666320346320346,Extrovert
5669,0.07,Introvert
5670,0.02,Extrovert
5671,0.132,Extrovert
5672,0.1075,Extrovert
5673,0.11,Introvert
5674,0.03,Extrovert
5675,0.006,Extrovert
5676,0.32696736596736575,Extrovert
5677,0.04333333333333333,Extrovert
5678,0.015,Extrovert
5679,0.12916666666666665,Extrovert
5680,0.02,Introvert
5681,0.43633333333333324,Extrovert
5682,0.0475,Extrovert
5683,0.03666666666666667,Extrovert
5684,0.05,Introvert
5685,0.01,Extrovert
5686,0.05,Extrovert
5687,0.0,Extrovert
5688,0.08833333333333332,Extrovert
5689,0.07,Extrovert
5690,0.08583333333333332,Extrovert
5691,0.055,Extrovert
5692,0.14,Introvert
5693,0.0,Extrovert
5694,0.09,Extrovert
5695,0.04583333333333334,Extrovert
5696,0.030333333333333337,Extrovert
5697,0.074,Extrovert
5698,0.03,Introvert
5699,0.15,Introvert
5700,0.2685357142857142,Extrovert
5701,0.2106666666666667,Extrovert
5702,0.3305470917970917,Extrovert
5703,0.02,Extrovert
5704,0.12,Introvert
5705,0.22,Introvert
5706,0.04,Introvert
5707,0.07,Introvert
5708,0.16499999999999995,Extrovert
5709,0.115,Extrovert
5710,0.1445,Extrovert
5711,0.07458333333333333,Extrovert
5712,0.01,Introvert
5713,0.0,Extrovert
5714,0.013333333333333332,Extrovert
5715,0.06833333333333334,Extrovert
5716,0.12249999999999998,Extrovert
5717,0.04583333333333333,Extrovert
5718,0.06,Introvert
5719,0.026666666666666665,Extrovert
5720,0.18,Introvert
5721,0.025,Extrovert
5722,0.07678571428571429,Extrovert
5723,0.035,Extrovert
5724,0.04833333333333334,Extrovert
5725,0.02,Introvert
5726,0.08,Introvert
5727,0.04,Introvert
5728,0.08266666666666668,Extrovert
5729,0.06,Extrovert
5730,0.02,Introvert
5731,0.09,Introvert
5732,0.08,Extrovert
5733,0.01,Extrovert
5734,0.05966666666666666,Extrovert
5735,0.04333333333333334,Extrovert
5736,0.08,Introvert
5737,0.03,Extrovert
5738,0.16,Introvert
5739,0.14,Introvert
5740,0.13,Extrovert
5741,0.19416666666666668,Extrovert
5742,0.6227380952380951,Extrovert
5743,0.15,Introvert
5744,0.2267341269841269,Extrovert
5745,0.01,Introvert
5746,0.03,Extrovert
5747,0.055,Extrovert
5748,0.12066666666666666,Extrovert
5749,0.29915476190476187,Extrovert
5750,0.19,Introvert
5751,0.02,Introvert
5752,0.04,Extrovert
5753,0.08416666666666667,Extrovert
5754,0.3372738095238095,Extrovert
5755,0.0215,Extrovert
5756,0.01,Introvert
5757,0.01,Extrovert
5758,0.2172987012987012,Extrovert
5759,0.09,Extrovert
5760,0.13,Extrovert
5761,0.12300000000000001,Extrovert
5762,0.138,Extrovert
5763,0.04,Extrovert
5764,0.0,Extrovert
5765,0.08516666666666665,Extrovert
5766,0.015,Extrovert
5767,0.031,Extrovert
5768,0.0,Extrovert
5769,0.16,Introvert
5770,0.05,Introvert
5771,0.051500000000000004,Extrovert
5772,0.06,Extrovert
5773,0.05333333333333333,Extrovert
5774,0.078,Extrovert
5775,0.4636904761904762,Extrovert
5776,0.31651190476190466,Extrovert
5777,0.18183333333333335,Extrovert
5778,0.14,Extrovert
5779,0.135,Extrovert
5780,0.17,Introvert
5781,0.23000000000000004,Extrovert
5782,0.17983333333333335,Extrovert
5783,0.03,Introvert
5784,0.09166666666666667,Extrovert
5785,0.07,Extrovert
5786,0.1,Introvert
5787,0.11666666666666668,Extrovert
5788,0.04,Introvert
5789,0.2033333333333333,Extrovert
5790,0.026666666666666665,Extrovert
5791,0.029833333333333333,Extrovert
5792,0.4664166666666667,Extrovert
5793,0.12,Introvert
5794,0.025,Extrovert
5795,0.04,Extrovert
5796,0.09833333333333334,Extrovert
5797,0.06,Extrovert
5798,0.2951349206349204,Extrovert
5799,0.055,Extrovert
5800,0.3277380952380951,Extrovert
5801,0.5049325396825397,Extrovert
5802,0.2540833333333332,Extrovert
5803,0.11,Introvert
5804,0.03,Extrovert
5805,0.04,Introvert
5806,0.17,Introvert
5807,0.0,Extrovert
5808,0.4866666666666667,Extrovert
5809,0.02,Extrovert
5810,0.17,Introvert
5811,0.18666666666666665,Extrovert
5812,0.36026190476190484,Extrovert
5813,0.3682341269841269,Extrovert
5814,0.065,Extrovert
5815,0.06,Introvert
5816,0.13,Introvert
5817,0.11,Introvert
5818,0.034,Extrovert
5819,0.312892857142857,Extrovert
5820,0.02,Introvert
5821,0.05466666666666667,Extrovert
5822,0.3277142857142856,Extrovert
5823,0.045,Extrovert
5824,0.095,Extrovert
5825,0.106,Extrovert
5826,0.115,Extrovert
5827,0.06,Introvert
5828,0.03,Extrovert
5829,0.23,Extrovert
5830,0.08083333333333333,Extrovert
5831,0.3935714285714285,Extrovert
5832,0.025,Extrovert
5833,0.02,Extrovert
5834,0.3408571428571428,Extrovert
5835,0.006666666666666666,Introvert
5836,0.03,Introvert
5837,0.20713492063492062,Extrovert
5838,0.6546666666666667,Extrovert
5839,0.0,Extrovert
5840,0.11,Introvert
5841,0.4468333333333333,Extrovert
5842,0.08866666666666667,Extrovert
5843,0.08,Introvert
5844,0.08,Extrovert
5845,0.09,Extrovert
5846,0.004,Extrovert
5847,0.12,Extrovert
5848,0.13619047619047617,Extrovert
5849,0.17,Introvert
5850,0.068,Extrovert
5851,0.055,Extrovert
5852,0.15,Extrovert
5853,0.11,Extrovert
5854,0.0,Extrovert
5855,0.02,Introvert
5856,0.026666666666666665,Extrovert
5857,0.04650000000000001,Extrovert
5858,0.07,Introvert
5859,0.13,Extrovert
5860,0.01,Extrovert
5861,0.205,Extrovert
5862,0.19333333333333333,Introvert
5863,0.3599880952380952,Extrovert
5864,0.1403333333333333,Extrovert
5865,0.02,Extrovert
5866,0.14,Extrovert
5867,0.05,Introvert
5868,0.12,Introvert
5869,0.7422261904761904,Extrovert
5870,0.21,Introvert
5871,0.02,Introvert
5872,0.0014285714285714286,Extrovert
5873,0.06666666666666667,Extrovert
5874,0.05416666666666666,Extrovert
5875,0.15,Introvert
5876,0.44357142857142856,Extrovert
5877,0.05,Extrovert
5878,0.030333333333333334,Extrovert
5879,0.09166666666666667,Extrovert
5880,0.066,Extrovert
5881,0.1,Introvert
5882,0.0,Extrovert
5883,0.07,Extrovert
5884,0.15,Introvert
5885,0.105,Extrovert
5886,0.02,Extrovert
5887,0.05,Introvert
5888,0.011000000000000001,Extrovert
5889,0.085,Extrovert
5890,0.17,Introvert
5891,0.02,Introvert
5892,0.21,Extrovert
5893,0.2,Introvert
5894,0.18,Extrovert
5895,0.12,Introvert
5896,0.1,Introvert
5897,0.01611111111111111,Extrovert
5898,0.011666666666666665,Extrovert
5899,0.10166666666666666,Extrovert
5900,0.040999999999999995,Extrovert
5901,0.2583611111111111,Extrovert
5902,0.02,Extrovert
5903,0.13416666666666666,Extrovert
5904,0.12,Extrovert
5905,0.06,Extrovert
5906,0.3603571428571428,Introvert
5907,0.04,Introvert
5908,0.10666666666666667,Introvert
5909,0.12,Extrovert
5910,0.04404761904761905,Extrovert
5911,0.05833333333333333,Extrovert
5912,0.2,Introvert
5913,0.02,Extrovert
5914,0.025,Extrovert
5915,0.2678333333333332,Extrovert
5916,0.1,Introvert
5917,0.11,Introvert
5918,0.2674761904761905,Extrovert
5919,0.034,Extrovert
5920,0.025833333333333333,Extrovert
5921,0.01,Extrovert
5922,0.09416666666666668,Extrovert
5923,0.17,Introvert
5924,0.5967976190476191,Extrovert
5925,0.11,Introvert
5926,0.04,Extrovert
5927,0.3549880952380951,Extrovert
5928,0.13,Introvert
5929,0.04,Extrovert
5930,0.16042857142857145,Extrovert
5931,0.08,Introvert
5932,0.18,Introvert
5933,0.01,Extrovert
5934,0.1,Introvert
5935,0.4639999999999999,Extrovert
5936,0.17,Extrovert
5937,0.12,Introvert
5938,0.011666666666666665,Extrovert
5939,0.08,Extrovert
5940,0.01,Extrovert
5941,0.0,Introvert
5942,0.05,Extrovert
5943,0.11,Introvert
5944,0.1,Extrovert
5945,0.025,Extrovert
5946,0.16,Extrovert
5947,0.11,Introvert
5948,0.11,Introvert
5949,0.08,Introvert
5950,0.013333333333333332,Introvert
5951,0.12,Introvert
5952,0.21,Extrovert
5953,0.21,Introvert
5954,0.34707142857142853,Extrovert
5955,0.3790220057720056,Extrovert
5956,0.09666666666666666,Extrovert
5957,0.003333333333333333,Extrovert
5958,0.008333333333333333,Extrovert
5959,0.04019047619047619,Extrovert
5960,0.09,Extrovert
5961,0.0,Extrovert
5962,0.01,Introvert
5963,0.007619047619047619,Extrovert
5964,0.02333333333333333,Extrovert
5965,0.0275,Extrovert
5966,0.09,Introvert
5967,0.15,Introvert
5968,0.5104087301587302,Extrovert
5969,0.12,Introvert
5970,0.1,Introvert
5971,0.035,Extrovert
5972,0.06,Introvert
5973,0.18,Extrovert
5974,0.05,Extrovert
5975,0.03,Introvert
5976,0.04,Extrovert
5977,0.09,Introvert
5978,0.3343928571428572,Extrovert
5979,0.05,Introvert
5980,0.07,Introvert
5981,0.0,Extrovert
5982,0.05,Extrovert
5983,0.014499999999999999,Extrovert
5984,0.04466666666666667,Extrovert
5985,0.0,Extrovert
5986,0.13664285714285715,Extrovert
5987,0.5185,Extrovert
5988,0.03,Extrovert
5989,0.055,Extrovert
5990,0.03,Extrovert
5991,0.08,Introvert
5992,0.04,Extrovert
5993,0.40871428571428575,Extrovert
5994,0.05,Introvert
5995,0.06,Extrovert
5996,0.6064999999999999,Extrovert
5997,0.023,Extrovert
5998,0.2,Extrovert
5999,0.11083333333333334,Extrovert
6000,0.46231601731601735,Extrovert
6001,0.07,Introvert
6002,0.1165,Extrovert
6003,0.3790220057720056,Extrovert
6004,0.002,Extrovert
6005,0.3375238095238094,Extrovert
6006,0.5380714285714286,Extrovert
6007,0.12,Introvert
6008,0.4480000000000001,Extrovert
6009,0.3209444444444445,Extrovert
6010,0.04333333333333334,Extrovert
6011,0.21,Introvert
6012,0.5126706349206348,Extrovert
6013,0.065,Extrovert
6014,0.09,Extrovert
6015,0.03,Extrovert
6016,0.0,Extrovert
6017,0.06,Introvert
6018,0.12,Introvert
6019,0.05,Extrovert
6020,0.43580952380952387,Extrovert
6021,0.2517380952380951,Extrovert
6022,0.41198809523809515,Extrovert
6023,0.0,Extrovert
6024,0.09,Introvert
6025,0.075,Extrovert
6026,0.005,Extrovert
6027,0.5997261904761904,Extrovert
6028,0.12,Introvert
6029,0.20510894660894652,Extrovert
6030,0.11,Introvert
6031,0.04,Extrovert
6032,0.2848585858585858,Extrovert
6033,0.03,Extrovert
6034,0.38961904761904753,Extrovert
6035,0.07166666666666667,Extrovert
6036,0.1406666666666667,Extrovert
6037,0.01,Extrovert
6038,0.015,Extrovert
6039,0.01,Extrovert
6040,0.02,Extrovert
6041,0.09183333333333332,Introvert
6042,0.40644841269841264,Extrovert
6043,0.09,Extrovert
6044,0.11,Introvert
6045,0.0075,Extrovert
6046,0.028166666666666663,Extrovert
6047,0.18,Extrovert
6048,0.10166666666666666,Extrovert
6049,0.23572619047619042,Extrovert
6050,0.03,Extrovert
6051,0.025,Extrovert
6052,0.30746428571428563,Extrovert
6053,0.0075,Extrovert
6054,0.18,Introvert
6055,0.0375,Extrovert
6056,0.7100476190476188,Extrovert
6057,0.11,Introvert
6058,0.06,Extrovert
6059,0.145,Extrovert
6060,0.13,Introvert
6061,0.3644880952380952,Extrovert
6062,0.09,Extrovert
6063,0.085,Extrovert
6064,0.125,Extrovert
6065,0.18233333333333335,Extrovert
6066,0.06,Extrovert
6067,0.095,Introvert
6068,0.13,Introvert
6069,0.005,Extrovert
6070,0.04,Extrovert
6071,0.0,Extrovert
6072,0.08,Extrovert
6073,0.08119047619047619,Extrovert
6074,0.04,Introvert
6075,0.05,Introvert
6076,0.05616666666666667,Extrovert
6077,0.017333333333333333,Extrovert
6078,0.21930952380952376,Extrovert
6079,0.4103571428571429,Extrovert
6080,0.0,Extrovert
6081,0.006666666666666666,Extrovert
6082,0.005,Extrovert
6083,0.12,Introvert
6084,0.06,Extrovert
6085,0.011666666666666667,Extrovert
6086,0.0025,Extrovert
6087,0.3910833333333334,Extrovert
6088,0.26,Introvert
6089,0.04,Introvert
6090,0.0,Extrovert
6091,0.11666666666666665,Extrovert
6092,0.145,Extrovert
6093,0.11,Extrovert
6094,0.05,Introvert
6095,0.11,Introvert
6096,0.25,Extrovert
6097,0.125,Extrovert
6098,0.02,Extrovert
6099,0.08666666666666668,Extrovert
6100,0.008666666666666666,Extrovert
6101,0.05,Introvert
6102,0.14,Introvert
6103,0.4941666666666666,Extrovert
6104,0.16,Extrovert
6105,0.1,Introvert
6106,0.17,Introvert
6107,0.30784523809523806,Extrovert
6108,0.07,Introvert
6109,0.03,Introvert
6110,0.23,Introvert
6111,0.2075,Extrovert
6112,0.02,Extrovert
6113,0.49183333333333334,Extrovert
6114,0.05583333333333333,Extrovert
6115,0.32526984126984126,Extrovert
6116,0.03,Extrovert
6117,0.03333333333333333,Extrovert
6118,0.0,Extrovert
6119,0.01,Extrovert
6120,0.07,Introvert
6121,0.04,Introvert
6122,0.04,Introvert
6123,0.0825,Extrovert
6124,0.045,Extrovert
6125,0.322797619047619,Extrovert
6126,0.11,Introvert
6127,0.6307142857142858,Extrovert
6128,0.003928571428571429,Extrovert
6129,0.13,Introvert
6130,0.021666666666666664,Extrovert
6131,0.12,Introvert
6132,0.027999999999999997,Extrovert
6133,0.06,Introvert
6134,0.4840595238095237,Extrovert
6135,0.2,Extrovert
6136,0.028333333333333332,Extrovert
6137,0.12166666666666666,Introvert
6138,0.17,Extrovert
6139,0.0,Extrovert
6140,0.15,Introvert
6141,0.07,Extrovert
6142,0.12,Introvert
6143,0.0915,Extrovert
6144,0.16,Extrovert
6145,0.14083333333333334,Extrovert
6146,0.14,Introvert
6147,0.06,Introvert
6148,0.03,Introvert
6149,0.02,Extrovert
6150,0.04,Extrovert
6151,0.03,Introvert
6152,0.025,Extrovert
6153,0.08,Introvert
6154,0.33441666666666664,Extrovert
6155,0.3048253968253967,Extrovert
6156,0.02,Extrovert
6157,0.05916666666666667,Extrovert
6158,0.08,Introvert
6159,0.02,Extrovert
6160,0.15,Extrovert
6161,0.3181666666666666,Extrovert
6162,0.04928571428571429,Introvert
6163,0.016,Extrovert
6164,0.0225,Extrovert
6165,0.09666666666666666,Extrovert
6166,0.2419365079365078,Extrovert
6167,0.06,Extrovert
6168,0.0435,Extrovert
6169,0.012333333333333333,Extrovert
6170,0.0025,Extrovert
6171,0.04666666666666666,Introvert
6172,0.18833333333333335,Extrovert
6173,0.6509404761904761,Extrovert
6174,0.09,Extrovert
6175,0.1195,Extrovert
6176,0.02,Extrovert
6177,0.27,Extrovert
6178,0.0,Extrovert
6179,0.12,Introvert
6180,0.057999999999999996,Extrovert
6181,0.17,Introvert
6182,0.0575,Extrovert
6183,0.031619047619047616,Extrovert
6184,0.03,Extrovert
6185,0.08333333333333331,Extrovert
6186,0.10166666666666666,Extrovert
6187,0.08,Extrovert
6188,0.035333333333333335,Extrovert
6189,0.06,Introvert
6190,0.12,Extrovert
6191,0.0,Extrovert
6192,0.2016666666666667,Extrovert
6193,0.0,Extrovert
6194,0.1,Introvert
6195,0.09,Introvert
6196,0.05,Extrovert
6197,0.33811904761904754,Extrovert
6198,0.06416666666666666,Extrovert
6199,0.15516666666666665,Extrovert
6200,0.03,Introvert
6201,0.3881190476190476,Extrovert
6202,0.06666666666666667,Extrovert
6203,0.31285714285714283,Extrovert
6204,0.06625,Extrovert
6205,0.06166666666666666,Extrovert
6206,0.01,Introvert
6207,0.0,Extrovert
6208,0.0,Extrovert
6209,0.024,Extrovert
6210,0.4013333333333333,Extrovert
6211,0.01,Introvert
6212,0.07,Introvert
6213,0.055,Extrovert
6214,0.0,Extrovert
6215,0.07,Introvert
6216,0.2196507936507935,Extrovert
6217,0.03083333333333333,Extrovert
6218,0.11,Extrovert
6219,0.0,Extrovert
6220,0.004,Extrovert
6221,0.18466666666666667,Extrovert
6222,0.0375,Extrovert
6223,0.0,Extrovert
6224,0.05,Extrovert
6225,0.4369761904761905,Extrovert
6226,0.15,Introvert
6227,0.15183333333333335,Extrovert
6228,0.005,Extrovert
6229,0.6430595238095238,Extrovert
6230,0.07,Introvert
6231,0.06,Introvert
6232,0.08,Extrovert
6233,0.10626190476190477,Extrovert
6234,0.09,Introvert
6235,0.01,Extrovert
6236,0.0,Extrovert
6237,0.30086904761904754,Extrovert
6238,0.196,Extrovert
6239,0.11,Introvert
6240,0.015,Extrovert
6241,0.01625,Extrovert
6242,0.03,Extrovert
6243,0.02583333333333333,Extrovert
6244,0.03,Introvert
6245,0.18929112554112545,Extrovert
6246,0.0,Extrovert
6247,0.039,Extrovert
6248,0.0,Introvert
6249,0.06766666666666667,Extrovert
6250,0.04,Introvert
6251,0.11,Introvert
6252,0.2509007936507935,Extrovert
6253,0.085,Extrovert
6254,0.0,Introvert
6255,0.15,Introvert
6256,0.4817471139971139,Extrovert
6257,0.5088809523809524,Extrovert
6258,0.12,Introvert
6259,0.055,Extrovert
6260,0.004,Extrovert
6261,0.016666666666666666,Extrovert
6262,0.1,Introvert
6263,0.025,Extrovert
6264,0.5353888888888888,Extrovert
6265,0.11666666666666668,Extrovert
6266,0.029333333333333333,Extrovert
6267,0.095,Extrovert
6268,0.03166666666666666,Extrovert
6269,0.0,Extrovert
6270,0.06085714285714285,Extrovert
6271,0.05,Introvert
6272,0.0,Extrovert
6273,0.06033333333333334,Extrovert
6274,0.2823095238095238,Extrovert
6275,0.07,Introvert
6276,0.14,Introvert
6277,0.11,Introvert
6278,0.006666666666666666,Extrovert
6279,0.21,Introvert
6280,0.0375,Extrovert
6281,0.22,Introvert
6282,0.30470238095238095,Extrovert
6283,0.05,Introvert
6284,0.026833333333333334,Extrovert
6285,0.165,Extrovert
6286,0.12,Introvert
6287,0.16833333333333336,Extrovert
6288,0.0,Extrovert
6289,0.26,Introvert
6290,0.07,Introvert
6291,0.08,Extrovert
6292,0.016666666666666666,Extrovert
6293,0.018500000000000003,Extrovert
6294,0.07,Extrovert
6295,0.02,Extrovert
6296,0.245,Extrovert
6297,0.125,Extrovert
6298,0.3094880952380952,Extrovert
6299,0.08,Introvert
6300,0.5576666666666665,Extrovert
6301,0.4266071428571429,Extrovert
6302,0.013333333333333332,Extrovert
6303,0.6309206349206349,Extrovert
6304,0.049166666666666664,Extrovert
6305,0.02,Introvert
6306,0.02,Introvert
6307,0.33507142857142846,Extrovert
6308,0.23,Extrovert
6309,0.03,Extrovert
6310,0.01,Extrovert
6311,0.16,Introvert
6312,0.02,Introvert
6313,0.11,Introvert
6314,0.03,Extrovert
6315,0.2536785714285713,Extrovert
6316,0.4676666666666668,Extrovert
6317,0.01,Extrovert
6318,0.1,Introvert
6319,0.5058333333333332,Extrovert
6320,0.04,Extrovert
6321,0.12083333333333332,Introvert
6322,0.0,Introvert
6323,0.11,Introvert
6324,0.08,Extrovert
6325,0.5176904761904761,Extrovert
6326,0.31660714285714286,Extrovert
6327,0.075,Extrovert
6328,0.10466666666666667,Extrovert
6329,0.0,Extrovert
6330,0.039,Extrovert
6331,0.05,Introvert
6332,0.004,Extrovert
6333,0.051666666666666666,Extrovert
6334,0.0,Extrovert
6335,0.26199206349206344,Extrovert
6336,0.03,Extrovert
6337,0.009000000000000001,Extrovert
6338,0.14285714285714288,Extrovert
6339,0.105,Extrovert
6340,0.01,Introvert
6341,0.07266666666666666,Extrovert
6342,0.02,Extrovert
6343,0.09,Introvert
6344,0.04,Extrovert
6345,0.02,Extrovert
6346,0.12,Introvert
6347,0.15,Introvert
6348,0.026666666666666665,Extrovert
6349,0.015,Extrovert
6350,0.14,Introvert
6351,0.15,Introvert
6352,0.12,Introvert
6353,0.0675,Introvert
6354,0.03,Extrovert
6355,0.05,Introvert
6356,0.1725,Introvert
6357,0.14,Extrovert
6358,0.2590198412698411,Extrovert
6359,0.306,Extrovert
6360,0.11833333333333332,Extrovert
6361,0.12,Extrovert
6362,0.07,Extrovert
6363,0.03571428571428572,Extrovert
6364,0.09,Introvert
6365,0.04,Extrovert
6366,0.09,Introvert
6367,0.11,Extrovert
6368,0.03866666666666667,Extrovert
6369,0.4828333333333332,Extrovert
6370,0.177,Extrovert
6371,0.21,Extrovert
6372,0.008928571428571428,Extrovert
6373,0.18,Introvert
6374,0.01,Extrovert
6375,0.14,Introvert
6376,0.17,Introvert
6377,0.09083333333333334,Extrovert
6378,0.115,Extrovert
6379,0.1,Extrovert
6380,0.251063492063492,Extrovert
6381,0.27650793650793654,Extrovert
6382,0.02083333333333333,Extrovert
6383,0.1366666666666667,Introvert
6384,0.0215,Extrovert
6385,0.1,Introvert
6386,0.03,Extrovert
6387,0.026666666666666665,Extrovert
6388,0.04,Introvert
6389,0.1475,Extrovert
6390,0.08166666666666668,Extrovert
6391,0.0325,Extrovert
6392,0.0,Introvert
6393,0.12666666666666665,Extrovert
6394,0.10883333333333332,Extrovert
6395,0.065,Extrovert
6396,0.05333333333333333,Extrovert
6397,0.0,Extrovert
6398,0.05233333333333334,Extrovert
6399,0.02,Introvert
6400,0.06,Extrovert
6401,0.22484199134199137,Extrovert
6402,0.045,Extrovert
6403,0.02,Extrovert
6404,0.15499999999999997,Extrovert
6405,0.0675,Introvert
6406,0.4602619047619047,Extrovert
6407,0.16,Introvert
6408,0.0,Extrovert
6409,0.5937857142857144,Extrovert
6410,0.04033333333333333,Extrovert
6411,0.3476309523809524,Extrovert
6412,0.08,Extrovert
6413,0.009166666666666667,Extrovert
6414,0.5101666666666668,Extrovert
6415,0.08,Extrovert
6416,0.0,Extrovert
6417,0.2519523809523809,Extrovert
6418,0.07,Extrovert
6419,0.07400000000000001,Extrovert
6420,0.1875,Extrovert
6421,0.013333333333333332,Extrovert
6422,0.06,Extrovert
6423,0.2798975468975468,Extrovert
6424,0.01,Introvert
6425,0.02,Extrovert
6426,0.1075,Extrovert
6427,0.0025,Extrovert
6428,0.17,Introvert
6429,0.5186139971139969,Extrovert
6430,0.005714285714285714,Extrovert
6431,0.03880952380952381,Extrovert
6432,0.021666666666666664,Extrovert
6433,0.03,Introvert
6434,0.09750000000000002,Extrovert
6435,0.26,Extrovert
6436,0.0,Extrovert
6437,0.06,Extrovert
6438,0.10349999999999998,Extrovert
6439,0.0375,Extrovert
6440,0.1,Extrovert
6441,0.0475,Extrovert
6442,0.04,Extrovert
6443,0.16,Introvert
6444,0.2454404761904761,Extrovert
6445,0.018000000000000002,Extrovert
6446,0.4249285714285715,Extrovert
6447,0.01,Extrovert
6448,0.06,Extrovert
6449,0.098,Extrovert
6450,0.35133730158730153,Extrovert
6451,0.01,Extrovert
6452,0.2583611111111111,Extrovert
6453,0.7427619047619046,Extrovert
6454,0.0,Extrovert
6455,0.13,Introvert
6456,0.003333333333333333,Extrovert
6457,0.1,Introvert
6458,0.09283333333333334,Extrovert
6459,0.07,Extrovert
6460,0.03809523809523809,Extrovert
6461,0.028333333333333332,Introvert
6462,0.3654285714285714,Extrovert
6463,0.013999999999999999,Extrovert
6464,0.003333333333333333,Extrovert
6465,0.15,Introvert
6466,0.3878095238095237,Extrovert
6467,0.11,Introvert
6468,0.016666666666666666,Extrovert
6469,0.11333333333333333,Extrovert
6470,0.085,Extrovert
6471,0.04483333333333332,Extrovert
6472,0.09533333333333333,Extrovert
6473,0.44833333333333336,Extrovert
6474,0.02,Extrovert
6475,0.01,Extrovert
6476,0.12416666666666666,Extrovert
6477,0.16,Extrovert
6478,0.30421428571428566,Extrovert
6479,0.042666666666666665,Extrovert
6480,0.04333333333333333,Extrovert
6481,0.15,Introvert
6482,0.24,Introvert
6483,0.01,Extrovert
6484,0.5268333333333334,Extrovert
6485,0.066,Extrovert
6486,0.13454329004329,Extrovert
6487,0.08,Introvert
6488,0.48950000000000005,Extrovert
6489,0.0044444444444444444,Extrovert
6490,0.05,Extrovert
6491,0.1,Extrovert
6492,0.5083571428571428,Extrovert
6493,0.029166666666666664,Extrovert
6494,0.061000000000000006,Extrovert
6495,0.05,Introvert
6496,0.02,Introvert
6497,0.01,Extrovert
6498,0.6496904761904762,Extrovert
6499,0.04,Introvert
6500,0.0,Extrovert
6501,0.01,Extrovert
6502,0.2,Introvert
6503,0.0,Extrovert
