id,Time_spent_Alone,Social_event_attendance,Going_outside,Friends_circle_size,Post_frequency,Stage_fear,Drained_after_socializing,Personality,ambiguity_score,composite_ambiguity
3488,1.0,,7.0,8.0,,,0.0,Extrovert,2.8277401802117694,1.8
17809,2.0,,5.0,,8.0,0.0,0.0,Extrovert,2.861370353042396,1.8
4382,0.0,,5.0,8.0,6.0,0.0,,Extrovert,2.863545510455104,1.8
6401,0.0,4.0,,12.0,4.0,0.0,,Extrovert,2.911361238128734,1.8
7071,1.0,5.0,,9.0,,0.0,0.0,Extrovert,2.9471665683720687,1.8
9316,1.0,7.0,4.0,12.0,,,0.0,Extrovert,2.9641946697566652,1.8
4623,2.0,7.0,7.0,6.0,5.0,0.0,0.0,Introvert,3.0,1.8
5891,2.0,3.0,5.0,3.0,9.0,0.0,0.0,Introvert,3.0,1.8
7183,1.0,6.0,7.0,9.0,4.0,0.0,0.0,Introvert,3.0,1.8
7239,0.0,3.0,5.0,6.0,9.0,0.0,0.0,Introvert,3.0,1.8
8377,3.0,5.0,3.0,9.0,8.0,0.0,0.0,Introvert,3.0,1.8
10480,1.0,7.0,4.0,6.0,7.0,0.0,0.0,Introvert,3.0,1.8
10662,3.0,7.0,3.0,12.0,,0.0,,Extrovert,3.0358053302433348,1.8
6208,3.0,,,8.0,7.0,0.0,0.0,Extrovert,3.0478157276736333,1.8
11958,2.0,,,8.0,6.0,0.0,0.0,Extrovert,3.0478157276736333,1.8
9896,1.0,,3.0,8.0,6.0,,0.0,Extrovert,3.136454489544896,1.8
10430,3.0,,6.0,8.0,5.0,,0.0,Extrovert,3.136454489544896,1.8
1587,0.0,,5.0,,3.0,0.0,0.0,Extrovert,3.138629646957604,1.8
13762,2.0,,6.0,,4.0,0.0,0.0,Extrovert,3.138629646957604,1.8
6833,1.0,,3.0,11.0,,0.0,0.0,Extrovert,3.1722598197882306,1.8
3124,,7.0,,6.0,6.0,0.0,,Extrovert,3.1868891024416506,1.8
16986,,5.0,,12.0,6.0,0.0,0.0,Extrovert,3.1868891024416506,1.8
9506,,7.0,5.0,6.0,,0.0,0.0,Extrovert,3.311333194556248,1.8
10975,,6.0,4.0,12.0,,0.0,0.0,Extrovert,3.311333194556248,1.8
12096,,9.0,5.0,10.0,,0.0,0.0,Extrovert,3.3553334721104164,1.8
15914,,9.0,6.0,7.0,,0.0,0.0,Extrovert,3.3553334721104164,1.8
2475,,,5.0,8.0,6.0,0.0,0.0,Extrovert,3.4119823538578054,1.8
3590,1.0,,6.0,12.0,,0.0,0.0,Extrovert,3.4944068468784337,1.8
4429,2.0,6.0,,8.0,5.0,0.0,,Extrovert,3.5780279047954053,1.8
7159,1.0,5.0,,8.0,5.0,,0.0,Extrovert,3.5780279047954053,1.8
5620,1.0,5.0,,,5.0,0.0,0.0,Extrovert,3.5802030622081134,1.8
14783,3.0,5.0,,,7.0,0.0,0.0,Extrovert,3.5802030622081134,1.8
1080,2.0,6.0,,8.0,,0.0,0.0,Extrovert,3.61383323503874,1.8
1812,3.0,6.0,,11.0,,0.0,0.0,Extrovert,3.61383323503874,1.8
6444,0.0,9.0,3.0,7.0,,,0.0,Extrovert,3.6308613364233295,1.8
9844,0.0,7.0,4.0,10.0,,,0.0,Extrovert,3.6308613364233295,1.8
2526,1.0,5.0,5.0,10.0,7.0,0.0,0.0,Introvert,3.6666666666666643,1.8
3086,0.0,3.0,5.0,14.0,3.0,0.0,0.0,Introvert,3.6666666666666643,1.8
6549,5.0,7.0,7.0,8.0,4.0,0.0,0.0,Introvert,3.6666666666666643,1.8
9894,0.0,3.0,6.0,10.0,7.0,0.0,0.0,Introvert,3.6666666666666643,1.8
11247,2.0,7.0,3.0,7.0,9.0,0.0,0.0,Introvert,3.666666666666668,1.8
12901,0.0,4.0,5.0,4.0,9.0,0.0,0.0,Introvert,3.6666666666666714,1.8
2010,2.0,7.0,5.0,,3.0,0.0,,Extrovert,3.6688418240793723,1.8
10746,2.0,7.0,4.0,,4.0,,0.0,Extrovert,3.6688418240793723,1.8
12328,1.0,6.0,3.0,,,0.0,0.0,Extrovert,3.704647154322707,1.8
7097,1.0,,,10.0,4.0,0.0,0.0,Extrovert,3.714482394340301,1.8
11831,3.0,9.0,,10.0,6.0,0.0,,Extrovert,3.7553054285379304,1.8
17960,1.0,,6.0,7.0,3.0,,0.0,Extrovert,3.80312115621156,1.8
3175,,3.0,7.0,11.0,5.0,,0.0,Extrovert,3.9421945309795774,1.8
1711,,8.0,4.0,,4.0,0.0,0.0,Extrovert,3.9443696883922854,1.8
16317,,5.0,6.0,,5.0,0.0,0.0,Extrovert,3.9443696883922854,1.8
302,,6.0,4.0,11.0,,0.0,0.0,Extrovert,3.9779998612229157,1.8
3714,,5.0,5.0,11.0,,0.0,0.0,Extrovert,3.9779998612229157,1.8
13354,,8.0,3.0,8.0,,0.0,0.0,Extrovert,3.9779998612229157,1.8
9267,,5.0,6.0,,9.0,0.0,0.0,Extrovert,4.055630311607715,1.8
16802,,7.0,6.0,,7.0,0.0,0.0,Extrovert,4.055630311607715,1.8
17341,,8.0,6.0,,6.0,0.0,0.0,Extrovert,4.055630311607715,1.8
912,,7.0,,11.0,8.0,0.0,0.0,Extrovert,4.146444230891685,1.8
15345,3.0,6.0,,7.0,6.0,,0.0,Extrovert,4.24469457146207,1.8
201,0.0,7.0,4.0,,6.0,0.0,,Extrovert,4.331158175920628,1.8
4737,0.0,7.0,6.0,,4.0,,0.0,Extrovert,4.331158175920628,1.8
12260,0.0,8.0,6.0,,3.0,,0.0,Extrovert,4.331158175920628,1.8
2176,0.0,8.0,5.0,5.0,5.0,0.0,0.0,Introvert,4.333333333333332,1.8
4452,3.0,8.0,7.0,5.0,6.0,0.0,0.0,Introvert,4.333333333333332,1.8
7576,2.0,6.0,4.0,7.0,5.0,0.0,0.0,Introvert,4.333333333333332,1.8
10657,2.0,3.0,7.0,8.0,9.0,0.0,0.0,Introvert,4.333333333333332,1.8
12869,0.0,5.0,6.0,5.0,7.0,0.0,0.0,Introvert,4.333333333333332,1.8
5906,2.0,7.0,4.0,7.0,4.0,0.0,0.0,Introvert,4.333333333333336,1.8
6593,0.0,7.0,3.0,8.0,7.0,0.0,0.0,Introvert,4.333333333333336,1.8
9716,1.0,3.0,7.0,11.0,7.0,0.0,0.0,Introvert,4.333333333333336,1.8
14121,3.0,3.0,6.0,14.0,9.0,0.0,0.0,Introvert,4.333333333333336,1.8
14378,0.0,5.0,4.0,14.0,6.0,0.0,0.0,Introvert,4.333333333333336,1.8
14490,2.0,4.0,3.0,13.0,6.0,,,Extrovert,4.333333333333336,1.8
2291,3.0,,,12.0,5.0,0.0,0.0,Extrovert,4.381149061006965,1.8
5846,1.0,5.0,,,9.0,0.0,0.0,Extrovert,4.419796937791887,1.8
6216,1.0,7.0,,,7.0,0.0,0.0,Extrovert,4.419796937791887,1.8
1585,2.0,4.0,7.0,6.0,4.0,0.0,0.0,Introvert,5.0,1.8
2809,0.0,9.0,2.0,5.0,2.0,,,Extrovert,5.666666666666668,1.8
11483,2.0,4.0,3.0,5.0,8.0,,,Extrovert,5.666666666666671,1.8
1068,4.0,10.0,4.0,11.0,4.0,0.0,0.0,Extrovert,0.3333333333333357,1.7
1950,4.0,5.0,6.0,10.0,7.0,0.0,0.0,Extrovert,0.33333333333333215,1.7
2492,4.0,6.0,3.0,10.0,9.0,0.0,0.0,Extrovert,0.33333333333333215,1.7
4192,4.0,6.0,6.0,10.0,6.0,0.0,0.0,Extrovert,0.3333333333333357,1.7
5339,5.0,9.0,5.0,11.0,5.0,0.0,0.0,Extrovert,0.3333333333333357,1.7
6184,4.0,7.0,5.0,10.0,6.0,0.0,0.0,Extrovert,0.3333333333333357,1.7
8618,4.0,6.0,7.0,10.0,5.0,0.0,0.0,Extrovert,0.3333333333333357,1.7
8674,4.0,7.0,4.0,14.0,6.0,0.0,0.0,Extrovert,0.3333333333333357,1.7
9734,4.0,7.0,7.0,11.0,4.0,0.0,0.0,Extrovert,0.3333333333333357,1.7
9900,5.0,5.0,4.0,14.0,9.0,0.0,0.0,Extrovert,0.3333333333333357,1.7
10213,4.0,6.0,6.0,14.0,5.0,0.0,0.0,Extrovert,0.3333333333333357,1.7
11895,4.0,5.0,5.0,14.0,7.0,0.0,0.0,Extrovert,0.3333333333333357,1.7
12359,4.0,7.0,7.0,10.0,4.0,0.0,0.0,Extrovert,0.3333333333333357,1.7
14396,6.0,7.0,4.0,14.0,8.0,0.0,0.0,Extrovert,0.3333333333333357,1.7
16054,4.0,9.0,6.0,10.0,3.0,,0.0,Extrovert,0.3333333333333357,1.7
16610,7.0,7.0,5.0,14.0,8.0,0.0,0.0,Extrovert,0.3333333333333357,1.7
17353,4.0,5.0,4.0,10.0,9.0,0.0,0.0,Extrovert,0.33333333333333215,1.7
17770,4.0,6.0,4.0,14.0,7.0,0.0,0.0,Extrovert,0.3333333333333357,1.7
3680,1.0,3.0,7.0,7.0,3.0,0.0,0.0,Introvert,6.333333333333336,1.8
9012,1.0,4.0,6.0,4.0,4.0,0.0,0.0,Introvert,6.333333333333329,1.8
600,4.0,8.0,5.0,15.0,4.0,0.0,0.0,Extrovert,1.0,1.7
1284,4.0,8.0,4.0,9.0,7.0,0.0,0.0,Extrovert,1.0,1.7
1378,4.0,9.0,4.0,12.0,5.0,0.0,,Introvert,1.0,1.7
1644,4.0,8.0,4.0,9.0,6.0,0.0,0.0,Extrovert,1.0,1.7
2616,4.0,5.0,3.0,15.0,8.0,0.0,0.0,Extrovert,1.0,1.7
4201,4.0,5.0,6.0,12.0,7.0,0.0,0.0,Extrovert,1.0,1.7
6098,4.0,8.0,3.0,12.0,7.0,0.0,0.0,Extrovert,1.0,1.7
6785,4.0,7.0,4.0,9.0,8.0,0.0,0.0,Extrovert,1.0,1.7
7133,4.0,8.0,6.0,12.0,3.0,0.0,0.0,Extrovert,1.0,1.7
8479,4.0,7.0,6.0,9.0,6.0,0.0,0.0,Extrovert,1.0,1.7
9954,4.0,9.0,3.0,9.0,7.0,0.0,0.0,Extrovert,1.0,1.7
10124,4.0,7.0,3.0,12.0,7.0,0.0,0.0,Extrovert,1.0,1.7
11397,4.0,6.0,7.0,12.0,4.0,0.0,0.0,Extrovert,1.0,1.7
11684,5.0,8.0,5.0,15.0,4.0,0.0,0.0,Extrovert,1.0,1.7
12435,8.0,8.0,7.0,15.0,5.0,0.0,0.0,Extrovert,1.0,1.7
13462,4.0,7.0,5.0,9.0,7.0,0.0,0.0,Extrovert,1.0,1.7
14085,4.0,6.0,7.0,9.0,6.0,0.0,0.0,Extrovert,1.0,1.7
15274,4.0,5.0,5.0,12.0,7.0,0.0,0.0,Extrovert,1.0,1.7
17222,4.0,6.0,5.0,9.0,7.0,0.0,0.0,Extrovert,1.0,1.7
17425,4.0,8.0,5.0,12.0,5.0,0.0,0.0,Extrovert,1.0,1.7
17969,4.0,6.0,4.0,12.0,8.0,0.0,0.0,Extrovert,1.0,1.7
16136,6.0,9.0,6.0,9.0,,0.0,0.0,Extrovert,1.0358053302433348,1.7
200,1.0,4.0,,6.0,,0.0,0.0,Extrovert,6.947166568372072,1.8
2441,4.0,7.0,,11.0,6.0,0.0,0.0,Extrovert,1.5780279047954053,1.7
4798,4.0,9.0,5.0,10.0,,0.0,0.0,Extrovert,1.6308613364233295,1.7
357,4.0,5.0,5.0,13.0,8.0,0.0,0.0,Extrovert,1.6666666666666643,1.7
915,4.0,7.0,6.0,13.0,5.0,0.0,0.0,Extrovert,1.6666666666666643,1.7
2447,4.0,9.0,5.0,10.0,5.0,0.0,0.0,Extrovert,1.6666666666666643,1.7
4419,4.0,7.0,7.0,13.0,4.0,0.0,0.0,Extrovert,1.6666666666666643,1.7
4779,4.0,5.0,6.0,13.0,7.0,0.0,0.0,Extrovert,1.6666666666666643,1.7
5185,4.0,10.0,5.0,10.0,4.0,0.0,0.0,Extrovert,1.6666666666666643,1.7
9050,4.0,7.0,7.0,11.0,3.0,0.0,0.0,Extrovert,1.6666666666666643,1.7
11439,4.0,9.0,6.0,10.0,4.0,0.0,0.0,Extrovert,1.6666666666666643,1.7
12017,4.0,6.0,4.0,14.0,6.0,0.0,0.0,Extrovert,1.6666666666666643,1.7
12568,4.0,7.0,7.0,10.0,5.0,0.0,0.0,Extrovert,1.6666666666666643,1.7
14087,5.0,7.0,5.0,13.0,7.0,0.0,0.0,Extrovert,1.6666666666666643,1.7
15296,4.0,9.0,6.0,13.0,3.0,0.0,0.0,Extrovert,1.6666666666666643,1.7
15528,4.0,6.0,4.0,13.0,8.0,0.0,0.0,Extrovert,1.6666666666666643,1.7
15624,4.0,8.0,4.0,11.0,5.0,0.0,0.0,Extrovert,1.6666666666666643,1.7
15805,4.0,7.0,6.0,14.0,3.0,0.0,0.0,Extrovert,1.6666666666666643,1.7
16641,4.0,8.0,3.0,14.0,5.0,0.0,0.0,Extrovert,1.6666666666666643,1.7
2434,5.0,8.0,4.0,10.0,8.0,0.0,0.0,Extrovert,1.6666666666666679,1.7
4045,4.0,5.0,6.0,10.0,8.0,0.0,0.0,Extrovert,1.6666666666666679,1.7
15100,4.0,6.0,4.0,11.0,7.0,0.0,0.0,Extrovert,1.6666666666666679,1.7
10944,3.0,4.0,5.0,,,0.0,0.0,Extrovert,7.704647154322707,1.8
10726,4.0,8.0,,10.0,5.0,0.0,0.0,Extrovert,2.2446945714620696,1.7
140,4.0,7.0,6.0,11.0,6.0,0.0,0.0,Extrovert,2.3333333333333357,1.7
3491,4.0,7.0,5.0,10.0,5.0,0.0,0.0,Extrovert,2.3333333333333357,1.7
6538,4.0,8.0,5.0,11.0,6.0,0.0,0.0,Extrovert,2.3333333333333357,1.7
