id,prediction,extrovert_proba,uncertainty
20005,Introvert,0.0,0.0
20006,Introvert,0.0,0.0
20007,Introvert,0.0,0.0
20008,Introvert,0.0,0.0
20009,Extrovert,0.98666584,0.02666831
20010,Introvert,0.006666667,0.013333321
20011,Extrovert,0.99999917,1.66893e-06
20012,Introvert,0.0,0.0
20013,Introvert,0.0,0.0
20014,Introvert,0.0,0.0
20015,Extrovert,0.99999917,1.66893e-06
20016,Extrovert,0.9933325,0.01333499
20017,Introvert,0.2999998,0.5999996
20018,Extrovert,0.96666586,0.06666827
20019,Extrovert,0.99666584,0.0066683292
20020,Extrovert,0.97666585,0.04666829
20021,Introvert,0.0,0.0
20022,Introvert,0.0,0.0
20023,Introvert,0.0,0.0
20024,Introvert,0.0,0.0
20025,Introvert,0.006666667,0.013333321
20026,Introvert,0.0,0.0
20027,Introvert,0.0033333334,0.0066666603
20028,Introvert,0.0,0.0
20029,Introvert,0.0,0.0
20030,Introvert,0.0,0.0
20031,Introvert,0.0033333334,0.0066666603
20032,Introvert,0.0,0.0
20033,Extrovert,0.7133328,0.57333446
20034,Introvert,0.0,0.0
20035,Introvert,0.0,0.0
20036,Extrovert,0.9899992,0.02000165
20037,Introvert,0.0033333334,0.0066666603
20038,Introvert,0.0,0.0
20039,Introvert,0.030000003,0.060000002
20040,Introvert,0.006666667,0.013333321
20041,Introvert,0.0033333334,0.0066666603
20042,Introvert,0.0,0.0
20043,Introvert,0.0,0.0
20044,Introvert,0.0033333334,0.0066666603
20045,Extrovert,0.96666586,0.06666827
20046,Extrovert,0.9933325,0.01333499
20047,Extrovert,0.9933325,0.01333499
20048,Extrovert,0.9799992,0.04000163
20049,Extrovert,0.9566659,0.08666825
20050,Introvert,0.0,0.0
20051,Extrovert,0.99999917,1.66893e-06
20052,Introvert,0.0,0.0
20053,Introvert,0.0,0.0
20054,Extrovert,0.99999917,1.66893e-06
20055,Introvert,0.01,0.01999998
20056,Introvert,0.0,0.0
20057,Extrovert,0.9933325,0.01333499
20058,Introvert,0.0,0.0
20059,Extrovert,0.99666584,0.0066683292
20060,Introvert,0.0,0.0
20061,Introvert,0.013333334,0.026666641
20062,Introvert,0.0,0.0
20063,Introvert,0.0,0.0
20064,Extrovert,0.99999917,1.66893e-06
20065,Introvert,0.0,0.0
20066,Introvert,0.016666668,0.03333336
20067,Extrovert,0.99999917,1.66893e-06
20068,Extrovert,0.99999917,1.66893e-06
20069,Extrovert,0.99999917,1.66893e-06
20070,Introvert,0.006666667,0.013333321
20071,Extrovert,0.97666585,0.04666829
20072,Extrovert,0.97666585,0.04666829
20073,Introvert,0.0,0.0
20074,Introvert,0.0,0.0
20075,Extrovert,0.9933325,0.01333499
20076,Introvert,0.0033333334,0.0066666603
20077,Introvert,0.0033333334,0.0066666603
20078,Introvert,0.0,0.0
20079,Introvert,0.006666667,0.013333321
20080,Introvert,0.006666667,0.013333321
20081,Introvert,0.0,0.0
20082,Introvert,0.006666667,0.013333321
20083,Extrovert,0.9833325,0.03333497
20084,Extrovert,0.98666584,0.02666831
20085,Extrovert,0.97666585,0.04666829
20086,Introvert,0.0,0.0
20087,Extrovert,0.99999917,1.66893e-06
20088,Introvert,0.0,0.0
20089,Introvert,0.0,0.0
20090,Introvert,0.01,0.01999998
20091,Introvert,0.043333337,0.0866667
20092,Extrovert,0.99999917,1.66893e-06
20093,Extrovert,0.99999917,1.66893e-06
20094,Introvert,0.0,0.0
20095,Introvert,0.0,0.0
20096,Extrovert,0.9833325,0.03333497
20097,Introvert,0.0033333334,0.0066666603
20098,Extrovert,0.96666586,0.06666827
20099,Introvert,0.0,0.0
20100,Introvert,0.0033333334,0.0066666603
20101,Introvert,0.0,0.0
20102,Introvert,0.0,0.0
20103,Extrovert,0.9899992,0.02000165
20104,Introvert,0.0,0.0
20105,Introvert,0.0,0.0
20106,Introvert,0.006666667,0.013333321
20107,Extrovert,0.99666584,0.0066683292
20108,Introvert,0.0,0.0
20109,Introvert,0.0,0.0
20110,Introvert,0.0,0.0
20111,Extrovert,0.99999917,1.66893e-06
20112,Extrovert,0.9933325,0.01333499
20113,Introvert,0.0033333334,0.0066666603
20114,Introvert,0.0,0.0
20115,Introvert,0.0,0.0
20116,Introvert,0.0,0.0
20117,Extrovert,0.96666586,0.06666827
20118,Introvert,0.016666668,0.03333336
20119,Extrovert,0.99666584,0.0066683292
20120,Extrovert,0.99999917,1.66893e-06
20121,Introvert,0.0,0.0
20122,Introvert,0.0,0.0
20123,Introvert,0.0,0.0
20124,Introvert,0.01,0.01999998
20125,Introvert,0.0,0.0
20126,Extrovert,0.91999924,0.16000152
20127,Extrovert,0.88666594,0.22666812
20128,Extrovert,0.99999917,1.66893e-06
20129,Introvert,0.0,0.0
20130,Extrovert,0.9933325,0.01333499
20131,Introvert,0.030000003,0.060000002
20132,Introvert,0.0,0.0
20133,Introvert,0.0033333334,0.0066666603
20134,Introvert,0.006666667,0.013333321
20135,Extrovert,0.99666584,0.0066683292
20136,Introvert,0.0,0.0
20137,Introvert,0.0,0.0
20138,Introvert,0.0,0.0
20139,Extrovert,0.9933325,0.01333499
20140,Introvert,0.0,0.0
20141,Extrovert,0.99999917,1.66893e-06
20142,Introvert,0.0,0.0
20143,Extrovert,0.99666584,0.0066683292
20144,Extrovert,0.95333254,0.09333491
20145,Extrovert,0.9899992,0.02000165
20146,Extrovert,0.86666596,0.26666808
20147,Extrovert,0.9933325,0.01333499
20148,Introvert,0.0,0.0
20149,Introvert,0.006666667,0.013333321
20150,Introvert,0.0,0.0
20151,Introvert,0.043333337,0.0866667
20152,Extrovert,0.9933325,0.01333499
20153,Extrovert,0.69999945,0.6000011
20154,Introvert,0.0,0.0
20155,Introvert,0.08333332,0.16666663
20156,Introvert,0.0,0.0
20157,Introvert,0.020000001,0.04000002
20158,Extrovert,0.98666584,0.02666831
20159,Extrovert,0.95333254,0.09333491
20160,Introvert,0.0,0.0
20161,Introvert,0.0033333334,0.0066666603
20162,Introvert,0.0,0.0
20163,Introvert,0.0,0.0
20164,Introvert,0.0,0.0
20165,Introvert,0.0,0.0
20166,Introvert,0.006666667,0.013333321
20167,Introvert,0.0,0.0
20168,Introvert,0.0,0.0
20169,Extrovert,0.9899992,0.02000165
20170,Extrovert,0.99999917,1.66893e-06
20171,Introvert,0.0,0.0
20172,Introvert,0.0,0.0
20173,Introvert,0.016666668,0.03333336
20174,Introvert,0.0,0.0
20175,Introvert,0.0,0.0
20176,Introvert,0.0,0.0
20177,Introvert,0.040000003,0.07999998
20178,Introvert,0.0,0.0
20179,Introvert,0.0,0.0
20180,Introvert,0.0033333334,0.0066666603
20181,Introvert,0.0,0.0
20182,Extrovert,0.98666584,0.02666831
20183,Introvert,0.0,0.0
20184,Introvert,0.0,0.0
20185,Extrovert,0.99999917,1.66893e-06
20186,Introvert,0.0,0.0
20187,Introvert,0.0,0.0
20188,Introvert,0.0,0.0
20189,Introvert,0.023333335,0.04666668
20190,Extrovert,0.99666584,0.0066683292
20191,Introvert,0.0,0.0
20192,Introvert,0.0033333334,0.0066666603
20193,Introvert,0.0,0.0
20194,Extrovert,0.9899992,0.02000165
20195,Introvert,0.0033333334,0.0066666603
20196,Introvert,0.0,0.0
20197,Introvert,0.0,0.0
20198,Introvert,0.0,0.0
20199,Introvert,0.0,0.0
20200,Introvert,0.006666667,0.013333321
20201,Introvert,0.016666668,0.03333336
20202,Introvert,0.0,0.0
20203,Introvert,0.006666667,0.013333321
20204,Introvert,0.0033333334,0.0066666603
20205,Extrovert,0.99999917,1.66893e-06
20206,Introvert,0.0,0.0
20207,Introvert,0.006666667,0.013333321
20208,Introvert,0.0,0.0
20209,Introvert,0.0,0.0
20210,Introvert,0.0,0.0
20211,Extrovert,0.99666584,0.0066683292
20212,Introvert,0.0,0.0
20213,Extrovert,0.9233326,0.15333486
20214,Extrovert,0.99999917,1.66893e-06
20215,Introvert,0.0,0.0
20216,Introvert,0.0,0.0
20217,Introvert,0.016666668,0.03333336
20218,Introvert,0.0,0.0
20219,Introvert,0.0,0.0
20220,Extrovert,0.9733325,0.05333495
20221,Introvert,0.0,0.0
20222,Introvert,0.0033333334,0.0066666603
20223,Introvert,0.0,0.0
20224,Extrovert,0.99666584,0.0066683292
20225,Introvert,0.01,0.01999998
20226,Introvert,0.0,0.0
20227,Introvert,0.0033333334,0.0066666603
20228,Introvert,0.0033333334,0.0066666603
20229,Introvert,0.0,0.0
20230,Introvert,0.0,0.0
20231,Extrovert,0.9933325,0.01333499
20232,Extrovert,0.99999917,1.66893e-06
20233,Introvert,0.0,0.0
20234,Introvert,0.0,0.0
20235,Introvert,0.0,0.0
20236,Introvert,0.023333335,0.04666668
20237,Introvert,0.0,0.0
20238,Introvert,0.0033333334,0.0066666603
20239,Introvert,0.006666667,0.013333321
20240,Extrovert,0.99999917,1.66893e-06
20241,Introvert,0.0,0.0
20242,Introvert,0.0,0.0
20243,Introvert,0.023333335,0.04666668
20244,Extrovert,0.9799992,0.04000163
20245,Introvert,0.0,0.0
20246,Introvert,0.0,0.0
20247,Introvert,0.006666667,0.013333321
20248,Introvert,0.0033333334,0.0066666603
20249,Extrovert,0.9933325,0.01333499
20250,Introvert,0.0,0.0
20251,Introvert,0.0,0.0
20252,Extrovert,0.9833325,0.03333497
20253,Introvert,0.006666667,0.013333321
20254,Introvert,0.0,0.0
20255,Introvert,0.0,0.0
20256,Introvert,0.0033333334,0.0066666603
20257,Introvert,0.0,0.0
20258,Introvert,0.013333334,0.026666641
20259,Introvert,0.0,0.0
20260,Extrovert,0.99666584,0.0066683292
20261,Introvert,0.0,0.0
20262,Introvert,0.0,0.0
20263,Introvert,0.0,0.0
20264,Introvert,0.0,0.0
20265,Introvert,0.0,0.0
20266,Introvert,0.006666667,0.013333321
20267,Extrovert,0.98666584,0.02666831
20268,Introvert,0.0,0.0
20269,Introvert,0.0,0.0
20270,Introvert,0.0,0.0
20271,Introvert,0.0,0.0
20272,Extrovert,0.9899992,0.02000165
20273,Introvert,0.0,0.0
20274,Introvert,0.023333335,0.04666668
20275,Introvert,0.0,0.0
20276,Introvert,0.016666668,0.03333336
20277,Extrovert,0.9566659,0.08666825
20278,Introvert,0.0033333334,0.0066666603
20279,Extrovert,0.99999917,1.66893e-06
20280,Introvert,0.0,0.0
20281,Introvert,0.0,0.0
20282,Introvert,0.0,0.0
20283,Introvert,0.0,0.0
20284,Introvert,0.0,0.0
20285,Introvert,0.020000001,0.04000002
20286,Introvert,0.0,0.0
20287,Extrovert,0.99999917,1.66893e-06
20288,Extrovert,0.9833325,0.03333497
20289,Extrovert,0.99666584,0.0066683292
20290,Introvert,0.0,0.0
20291,Introvert,0.0,0.0
20292,Introvert,0.0,0.0
20293,Extrovert,0.9933325,0.01333499
20294,Introvert,0.0,0.0
20295,Introvert,0.0,0.0
20296,Introvert,0.03666667,0.07333332
20297,Introvert,0.050000004,0.100000024
20298,Introvert,0.0,0.0
20299,Introvert,0.0,0.0
20300,Introvert,0.0,0.0
20301,Introvert,0.0033333334,0.0066666603
20302,Introvert,0.0,0.0
20303,Introvert,0.0,0.0
20304,Introvert,0.0,0.0
20305,Introvert,0.0,0.0
20306,Extrovert,0.95333254,0.09333491
20307,Introvert,0.0,0.0
20308,Extrovert,0.9599992,0.08000159
20309,Introvert,0.0,0.0
20310,Introvert,0.0,0.0
20311,Extrovert,0.9933325,0.01333499
20312,Introvert,0.01,0.01999998
20313,Introvert,0.0,0.0
20314,Introvert,0.0,0.0
20315,Introvert,0.0,0.0
20316,Introvert,0.020000001,0.04000002
20317,Introvert,0.0,0.0
20318,Introvert,0.0,0.0
20319,Introvert,0.0,0.0
20320,Introvert,0.0,0.0
20321,Extrovert,0.9799992,0.04000163
20322,Introvert,0.006666667,0.013333321
20323,Introvert,0.030000003,0.060000002
20324,Introvert,0.0,0.0
20325,Extrovert,0.9899992,0.02000165
20326,Extrovert,0.9799992,0.04000163
20327,Introvert,0.0,0.0
20328,Introvert,0.006666667,0.013333321
20329,Introvert,0.0,0.0
20330,Introvert,0.0,0.0
20331,Introvert,0.0,0.0
20332,Introvert,0.0,0.0
20333,Introvert,0.0,0.0
20334,Introvert,0.0,0.0
20335,Introvert,0.0,0.0
20336,Introvert,0.0,0.0
20337,Introvert,0.03666667,0.07333332
20338,Introvert,0.006666667,0.013333321
20339,Extrovert,0.99999917,1.66893e-06
20340,Introvert,0.0,0.0
20341,Introvert,0.006666667,0.013333321
20342,Introvert,0.006666667,0.013333321
20343,Introvert,0.0,0.0
20344,Introvert,0.0,0.0
20345,Introvert,0.0,0.0
20346,Introvert,0.0,0.0
20347,Introvert,0.0,0.0
20348,Extrovert,0.99666584,0.0066683292
20349,Introvert,0.06333334,0.12666667
20350,Introvert,0.01,0.01999998
20351,Introvert,0.0,0.0
20352,Introvert,0.0,0.0
20353,Introvert,0.0,0.0
20354,Introvert,0.0,0.0
20355,Extrovert,0.9899992,0.02000165
20356,Introvert,0.0033333334,0.0066666603
20357,Introvert,0.0,0.0
20358,Extrovert,0.9899992,0.02000165
20359,Introvert,0.0,0.0
20360,Introvert,0.0,0.0
20361,Extrovert,0.99666584,0.0066683292
20362,Introvert,0.0,0.0
20363,Introvert,0.10999996,0.21999991
20364,Introvert,0.0,0.0
20365,Introvert,0.0,0.0
20366,Extrovert,0.99999917,1.66893e-06
20367,Introvert,0.0,0.0
20368,Introvert,0.0,0.0
20369,Introvert,0.0,0.0
20370,Introvert,0.0,0.0
20371,Extrovert,0.99999917,1.66893e-06
20372,Introvert,0.0,0.0
20373,Extrovert,0.9933325,0.01333499
20374,Introvert,0.0033333334,0.0066666603
20375,Introvert,0.0,0.0
20376,Introvert,0.0,0.0
20377,Introvert,0.006666667,0.013333321
20378,Extrovert,0.99999917,1.66893e-06
20379,Introvert,0.0,0.0
20380,Introvert,0.11999995,0.23999989
20381,Introvert,0.0,0.0
20382,Introvert,0.0,0.0
20383,Introvert,0.0033333334,0.0066666603
20384,Introvert,0.0,0.0
20385,Introvert,0.0,0.0
20386,Introvert,0.0,0.0
20387,Extrovert,0.9899992,0.02000165
20388,Introvert,0.0,0.0
20389,Introvert,0.0,0.0
20390,Introvert,0.060000006,0.120000005
20391,Introvert,0.0,0.0
20392,Introvert,0.0,0.0
20393,Extrovert,0.99666584,0.0066683292
20394,Extrovert,0.96333253,0.07333493
20395,Introvert,0.013333334,0.026666641
20396,Introvert,0.0,0.0
20397,Extrovert,0.97666585,0.04666829
20398,Introvert,0.0033333334,0.0066666603
20399,Introvert,0.0,0.0
20400,Introvert,0.0,0.0
20401,Introvert,0.0033333334,0.0066666603
20402,Extrovert,0.9933325,0.01333499
20403,Introvert,0.07,0.13999999
20404,Introvert,0.006666667,0.013333321
20405,Introvert,0.0033333334,0.0066666603
20406,Introvert,0.0,0.0
20407,Introvert,0.0,0.0
20408,Introvert,0.0,0.0
20409,Introvert,0.0033333334,0.0066666603
20410,Introvert,0.0,0.0
20411,Introvert,0.0,0.0
20412,Introvert,0.0,0.0
20413,Introvert,0.0,0.0
20414,Introvert,0.0,0.0
20415,Introvert,0.0033333334,0.0066666603
20416,Introvert,0.0033333334,0.0066666603
20417,Introvert,0.0,0.0
20418,Extrovert,0.99999917,1.66893e-06
20419,Introvert,0.0,0.0
20420,Introvert,0.0,0.0
20421,Extrovert,0.99999917,1.66893e-06
20422,Extrovert,0.9699992,0.06000161
20423,Introvert,0.0,0.0
20424,Introvert,0.0033333334,0.0066666603
20425,Extrovert,0.8699993,0.26000142
20426,Extrovert,0.9933325,0.01333499
20427,Introvert,0.0,0.0
20428,Introvert,0.0,0.0
20429,Extrovert,0.99999917,1.66893e-06
20430,Extrovert,0.99666584,0.0066683292
20431,Extrovert,0.99666584,0.0066683292
20432,Introvert,0.040000003,0.07999998
20433,Introvert,0.0,0.0
20434,Extrovert,0.94333255,0.113334894
20435,Introvert,0.0,0.0
20436,Introvert,0.016666668,0.03333336
20437,Introvert,0.0,0.0
20438,Introvert,0.0,0.0
20439,Introvert,0.0033333334,0.0066666603
20440,Introvert,0.0,0.0
20441,Introvert,0.0,0.0
20442,Introvert,0.006666667,0.013333321
20443,Introvert,0.07999999,0.15999997
20444,Extrovert,0.99999917,1.66893e-06
20445,Introvert,0.0,0.0
20446,Introvert,0.006666667,0.013333321
20447,Introvert,0.0,0.0
20448,Introvert,0.0,0.0
20449,Extrovert,0.99666584,0.0066683292
20450,Extrovert,0.99666584,0.0066683292
20451,Introvert,0.0,0.0
20452,Introvert,0.0,0.0
20453,Extrovert,0.99999917,1.66893e-06
20454,Introvert,0.0033333334,0.0066666603
20455,Introvert,0.0,0.0
20456,Introvert,0.0,0.0
20457,Introvert,0.0,0.0
20458,Introvert,0.0,0.0
20459,Introvert,0.0,0.0
20460,Introvert,0.0,0.0
20461,Introvert,0.0,0.0
20462,Introvert,0.0,0.0
20463,Extrovert,0.99999917,1.66893e-06
20464,Extrovert,0.9833325,0.03333497
20465,Extrovert,0.98666584,0.02666831
20466,Introvert,0.0,0.0
20467,Introvert,0.0033333334,0.0066666603
20468,Introvert,0.0,0.0
20469,Extrovert,0.99666584,0.0066683292
20470,Extrovert,0.9933325,0.01333499
20471,Introvert,0.0,0.0
20472,Extrovert,0.85333264,0.29333472
20473,Introvert,0.03666667,0.07333332
20474,Introvert,0.013333334,0.026666641
20475,Extrovert,0.9466659,0.106668234
20476,Extrovert,0.9899992,0.02000165
20477,Extrovert,0.9899992,0.02000165
20478,Extrovert,0.99999917,1.66893e-06
20479,Extrovert,0.9899992,0.02000165
20480,Introvert,0.0,0.0
20481,Introvert,0.0,0.0
20482,Introvert,0.0,0.0
20483,Extrovert,0.99666584,0.0066683292
20484,Extrovert,0.99999917,1.66893e-06
20485,Extrovert,0.92999923,0.14000154
20486,Introvert,0.013333334,0.026666641
20487,Extrovert,0.99666584,0.0066683292
20488,Introvert,0.0033333334,0.0066666603
20489,Introvert,0.0,0.0
20490,Introvert,0.0,0.0
20491,Introvert,0.006666667,0.013333321
20492,Extrovert,0.796666,0.40666795
20493,Introvert,0.01,0.01999998
20494,Introvert,0.006666667,0.013333321
20495,Introvert,0.0,0.0
20496,Introvert,0.0,0.0
20497,Introvert,0.01,0.01999998
20498,Extrovert,0.9933325,0.01333499
20499,Introvert,0.0,0.0
20500,Introvert,0.0,0.0
20501,Extrovert,0.99666584,0.0066683292
20502,Introvert,0.0,0.0
20503,Introvert,0.0033333334,0.0066666603
20504,Extrovert,0.99666584,0.0066683292
20505,Extrovert,0.99999917,1.66893e-06
20506,Introvert,0.0,0.0
20507,Extrovert,0.99999917,1.66893e-06
20508,Extrovert,0.9933325,0.01333499
20509,Introvert,0.0,0.0
20510,Introvert,0.0033333334,0.0066666603
20511,Extrovert,0.87666595,0.2466681
20512,Introvert,0.023333335,0.04666668
20513,Introvert,0.0033333334,0.0066666603
20514,Extrovert,0.9933325,0.01333499
20515,Introvert,0.0,0.0
20516,Introvert,0.0,0.0
20517,Extrovert,0.9033326,0.19333482
20518,Introvert,0.0033333334,0.0066666603
20519,Extrovert,0.846666,0.30666804
20520,Introvert,0.0,0.0
20521,Introvert,0.02666667,0.053333342
20522,Introvert,0.0,0.0
20523,Introvert,0.0,0.0
20524,Extrovert,0.99666584,0.0066683292
20525,Extrovert,0.99999917,1.66893e-06
20526,Extrovert,0.9933325,0.01333499
20527,Introvert,0.0,0.0
20528,Extrovert,0.9899992,0.02000165
20529,Introvert,0.0033333334,0.0066666603
20530,Introvert,0.006666667,0.013333321
20531,Extrovert,0.9733325,0.05333495
20532,Introvert,0.0,0.0
20533,Introvert,0.01,0.01999998
20534,Introvert,0.0033333334,0.0066666603
20535,Introvert,0.0,0.0
20536,Introvert,0.0,0.0
20537,Introvert,0.0,0.0
20538,Introvert,0.0,0.0
20539,Introvert,0.0,0.0
20540,Introvert,0.030000003,0.060000002
20541,Extrovert,0.74333274,0.5133345
20542,Extrovert,0.99999917,1.66893e-06
20543,Introvert,0.0,0.0
20544,Introvert,0.0,0.0
20545,Extrovert,0.99999917,1.66893e-06
20546,Extrovert,0.99999917,1.66893e-06
20547,Introvert,0.0,0.0
20548,Introvert,0.006666667,0.013333321
20549,Introvert,0.02666667,0.053333342
20550,Introvert,0.013333334,0.026666641
20551,Extrovert,0.9833325,0.03333497
20552,Introvert,0.0,0.0
20553,Introvert,0.0,0.0
20554,Extrovert,0.9933325,0.01333499
20555,Introvert,0.006666667,0.013333321
20556,Extrovert,0.99999917,1.66893e-06
20557,Introvert,0.0,0.0
20558,Introvert,0.05333334,0.106666684
20559,Introvert,0.08333332,0.16666663
20560,Extrovert,0.99999917,1.66893e-06
20561,Introvert,0.016666668,0.03333336
20562,Extrovert,0.9799992,0.04000163
20563,Extrovert,0.9933325,0.01333499
20564,Introvert,0.0,0.0
20565,Introvert,0.0,0.0
20566,Extrovert,0.9799992,0.04000163
20567,Introvert,0.0,0.0
20568,Introvert,0.0,0.0
20569,Introvert,0.006666667,0.013333321
20570,Introvert,0.01,0.01999998
20571,Introvert,0.02666667,0.053333342
20572,Introvert,0.0,0.0
20573,Extrovert,0.9933325,0.01333499
20574,Introvert,0.0,0.0
20575,Introvert,0.0,0.0
20576,Extrovert,0.99999917,1.66893e-06
20577,Introvert,0.0,0.0
20578,Introvert,0.01,0.01999998
20579,Extrovert,0.9899992,0.02000165
20580,Introvert,0.0,0.0
20581,Introvert,0.0,0.0
20582,Introvert,0.0,0.0
20583,Extrovert,0.9899992,0.02000165
20584,Introvert,0.0,0.0
20585,Introvert,0.0,0.0
20586,Introvert,0.0,0.0
20587,Extrovert,0.99999917,1.66893e-06
20588,Extrovert,0.99999917,1.66893e-06
20589,Introvert,0.0033333334,0.0066666603
20590,Introvert,0.0,0.0
20591,Introvert,0.0,0.0
20592,Introvert,0.023333335,0.04666668
20593,Introvert,0.0,0.0
20594,Introvert,0.0,0.0
20595,Extrovert,0.99999917,1.66893e-06
20596,Introvert,0.0,0.0
20597,Introvert,0.0,0.0
20598,Introvert,0.0033333334,0.0066666603
20599,Extrovert,0.98666584,0.02666831
20600,Introvert,0.0,0.0
20601,Introvert,0.0033333334,0.0066666603
20602,Extrovert,0.99999917,1.66893e-06
20603,Introvert,0.0,0.0
20604,Introvert,0.0033333334,0.0066666603
20605,Introvert,0.0,0.0
20606,Introvert,0.013333334,0.026666641
20607,Introvert,0.0,0.0
20608,Introvert,0.01,0.01999998
20609,Introvert,0.0033333334,0.0066666603
20610,Introvert,0.0,0.0
20611,Introvert,0.006666667,0.013333321
20612,Introvert,0.0033333334,0.0066666603
20613,Extrovert,0.99666584,0.0066683292
20614,Introvert,0.0,0.0
20615,Introvert,0.0,0.0
20616,Extrovert,0.99999917,1.66893e-06
20617,Introvert,0.0,0.0
20618,Extrovert,0.99999917,1.66893e-06
20619,Introvert,0.0,0.0
20620,Extrovert,0.99999917,1.66893e-06
20621,Introvert,0.0033333334,0.0066666603
20622,Introvert,0.030000003,0.060000002
20623,Introvert,0.030000003,0.060000002
20624,Introvert,0.0,0.0
20625,Introvert,0.016666668,0.03333336
20626,Introvert,0.0,0.0
20627,Introvert,0.0,0.0
20628,Introvert,0.0,0.0
20629,Introvert,0.0033333334,0.0066666603
20630,Introvert,0.0,0.0
20631,Extrovert,0.99666584,0.0066683292
20632,Introvert,0.006666667,0.013333321
20633,Introvert,0.006666667,0.013333321
20634,Introvert,0.0,0.0
20635,Introvert,0.0,0.0
20636,Introvert,0.0,0.0
20637,Introvert,0.0,0.0
20638,Introvert,0.0,0.0
20639,Introvert,0.006666667,0.013333321
20640,Introvert,0.030000003,0.060000002
20641,Introvert,0.0,0.0
20642,Introvert,0.023333335,0.04666668
20643,Introvert,0.0,0.0
20644,Introvert,0.01,0.01999998
20645,Introvert,0.0,0.0
20646,Introvert,0.0033333334,0.0066666603
20647,Introvert,0.0,0.0
20648,Extrovert,0.9799992,0.04000163
20649,Introvert,0.0,0.0
20650,Extrovert,0.9833325,0.03333497
20651,Introvert,0.0,0.0
20652,Extrovert,0.99666584,0.0066683292
20653,Introvert,0.0,0.0
20654,Extrovert,0.99666584,0.0066683292
20655,Extrovert,0.99999917,1.66893e-06
20656,Introvert,0.0033333334,0.0066666603
20657,Introvert,0.006666667,0.013333321
20658,Introvert,0.0,0.0
20659,Extrovert,0.9833325,0.03333497
20660,Extrovert,0.9799992,0.04000163
20661,Introvert,0.0,0.0
20662,Extrovert,0.9699992,0.06000161
20663,Introvert,0.0,0.0
20664,Extrovert,0.99999917,1.66893e-06
20665,Introvert,0.0033333334,0.0066666603
20666,Introvert,0.0,0.0
20667,Introvert,0.050000004,0.100000024
20668,Introvert,0.040000003,0.07999998
20669,Introvert,0.0,0.0
20670,Introvert,0.0,0.0
20671,Introvert,0.0,0.0
20672,Introvert,0.023333335,0.04666668
20673,Introvert,0.0,0.0
20674,Introvert,0.013333334,0.026666641
20675,Introvert,0.013333334,0.026666641
20676,Introvert,0.0,0.0
20677,Introvert,0.0,0.0
20678,Introvert,0.02666667,0.053333342
20679,Introvert,0.0,0.0
20680,Introvert,0.006666667,0.013333321
20681,Introvert,0.0033333334,0.0066666603
20682,Introvert,0.0,0.0
20683,Introvert,0.0033333334,0.0066666603
20684,Introvert,0.0,0.0
20685,Extrovert,0.98666584,0.02666831
20686,Extrovert,0.99999917,1.66893e-06
20687,Extrovert,0.99666584,0.0066683292
20688,Introvert,0.0,0.0
20689,Introvert,0.0033333334,0.0066666603
20690,Extrovert,0.99999917,1.66893e-06
20691,Introvert,0.0,0.0
20692,Introvert,0.0,0.0
20693,Introvert,0.0,0.0
20694,Introvert,0.050000004,0.100000024
20695,Extrovert,0.9733325,0.05333495
20696,Introvert,0.0,0.0
20697,Introvert,0.0,0.0
20698,Introvert,0.0,0.0
20699,Extrovert,0.99666584,0.0066683292
20700,Introvert,0.0,0.0
20701,Extrovert,0.96333253,0.07333493
20702,Extrovert,0.98666584,0.02666831
20703,Introvert,0.0033333334,0.0066666603
20704,Introvert,0.0,0.0
20705,Extrovert,0.99666584,0.0066683292
20706,Introvert,0.0,0.0
20707,Extrovert,0.99999917,1.66893e-06
20708,Introvert,0.01,0.01999998
20709,Introvert,0.01,0.01999998
20710,Extrovert,0.99999917,1.66893e-06
20711,Introvert,0.0033333334,0.0066666603
20712,Introvert,0.0,0.0
20713,Introvert,0.0,0.0
20714,Introvert,0.02666667,0.053333342
20715,Introvert,0.01,0.01999998
20716,Introvert,0.0,0.0
20717,Extrovert,0.99999917,1.66893e-06
20718,Introvert,0.0033333334,0.0066666603
20719,Introvert,0.006666667,0.013333321
20720,Introvert,0.0,0.0
20721,Extrovert,0.99999917,1.66893e-06
20722,Extrovert,0.99666584,0.0066683292
20723,Extrovert,0.99999917,1.66893e-06
20724,Extrovert,0.99999917,1.66893e-06
20725,Extrovert,0.89999926,0.20000148
20726,Introvert,0.0,0.0
20727,Extrovert,0.99999917,1.66893e-06
20728,Extrovert,0.91999924,0.16000152
20729,Introvert,0.07,0.13999999
20730,Introvert,0.04666667,0.09333336
20731,Introvert,0.0,0.0
20732,Introvert,0.006666667,0.013333321
20733,Introvert,0.0,0.0
20734,Introvert,0.0,0.0
20735,Introvert,0.0,0.0
20736,Introvert,0.013333334,0.026666641
20737,Introvert,0.013333334,0.026666641
20738,Introvert,0.0033333334,0.0066666603
20739,Introvert,0.0,0.0
20740,Introvert,0.0,0.0
20741,Introvert,0.0,0.0
20742,Extrovert,0.9933325,0.01333499
20743,Extrovert,0.9933325,0.01333499
20744,Introvert,0.0,0.0
20745,Introvert,0.0,0.0
20746,Introvert,0.0,0.0
20747,Introvert,0.01,0.01999998
20748,Extrovert,0.9933325,0.01333499
20749,Introvert,0.0,0.0
20750,Introvert,0.0,0.0
20751,Extrovert,0.9933325,0.01333499
20752,Extrovert,0.99999917,1.66893e-06
