id,Time_spent_Alone,Stage_fear,Social_event_attendance,Going_outside,Drained_after_socializing,Friends_circle_size,Post_frequency,Personality,uncertainty_score,assigned_cluster
11087,2.0,0.0,5.0,6.0,0.0,10.0,9.0,Extrovert,0.02452198596867805,2
11096,1.0,0.0,5.0,7.0,0.0,10.0,9.0,Extrovert,0.019769314963097084,2
11187,0.0,0.0,6.0,3.0,0.0,10.0,3.0,Extrovert,0.005356285015372553,2
11237,3.0,0.0,5.0,6.0,0.0,10.0,4.982097334878332,Extrovert,0.004320510811087974,2
11262,3.0,0.0,5.265106088560886,7.0,0.0,10.0,6.0,Extrovert,0.023893073066854065,2
11337,0.0,0.0,5.0,4.044319380935631,0.0,10.0,3.0,Extrovert,0.025046711185503723,1
11340,7.0,0.0,5.0,6.0,0.0,10.0,10.0,Introvert,0.030117499273253134,2
11415,1.0,0.0,5.0,5.0,0.0,10.0,4.0,Extrovert,0.017363145424369675,1
11427,1.0,0.0,10.0,7.0,0.0,9.0,8.0,Extrovert,0.013714196989832228,1
11510,0.0,0.5,10.0,7.0,0.0,9.0,4.0,Extrovert,0.010626686570637034,1
11549,0.0,0.0,4.0,7.0,0.5,10.0,5.0,Extrovert,0.024903373631704806,1
11606,0.0,0.0,4.0,6.0,0.0,10.0,7.0,Extrovert,0.034262742584530326,1
11641,3.0,0.0,10.0,6.0,0.0,9.0,4.0,Extrovert,0.030515851881284695,1
11699,3.0,0.0,6.0,5.0,0.0,10.0,3.0,Extrovert,0.02635746169791453,2
11769,0.0,0.0,10.0,7.0,0.0,9.0,8.0,Extrovert,0.016186349969366187,1
11771,2.0,0.0,4.0,5.0,0.0,10.0,10.0,Extrovert,0.007844546230803218,1
11814,3.0,0.0,6.0,3.0,0.0,10.0,4.982097334878332,Extrovert,0.03431390186274186,2
11881,3.0,0.0,5.265106088560886,5.0,0.0,10.0,7.0,Extrovert,0.034524854002968675,2
11978,1.0,0.0,5.0,7.0,0.0,10.0,7.0,Extrovert,0.011199359634261441,2
12031,3.1377639321564557,0.0,4.0,7.0,0.0,10.0,10.0,Extrovert,0.0009351227914526916,2
12048,3.0,0.0,5.0,3.0,0.0,10.0,6.0,Extrovert,0.0004887085468989749,2
12236,2.0,0.0,4.0,6.0,0.0,10.0,8.0,Extrovert,0.01939903996125092,1
12261,1.0,0.5,5.0,4.0,0.0,10.0,5.0,Extrovert,0.018438794366193667,2
12320,1.0,0.0,5.265106088560886,3.0,0.0,10.0,8.0,Extrovert,0.014601109559856829,2
12400,2.0,0.0,4.0,3.0,0.0,10.0,9.0,Extrovert,0.017866566381042448,1
12442,1.0,0.5,4.0,6.0,0.0,10.0,4.982097334878332,Extrovert,0.009580674771754394,1
12501,3.0,0.0,6.0,4.044319380935631,0.0,10.0,4.0,Extrovert,0.034445126674015114,2
12502,0.0,0.0,6.0,3.0,0.5,10.0,6.0,Extrovert,0.027026002284405992,2
12536,1.0,0.0,5.0,4.0,0.0,10.0,10.0,Extrovert,0.017197176153115556,2
12601,0.0,0.0,6.0,3.0,0.0,10.0,6.0,Extrovert,0.027509812664888722,2
12625,4.0,0.0,5.0,4.0,0.0,10.0,5.0,Extrovert,0.0016868923238275713,2
12632,2.0,0.0,5.0,4.0,0.0,10.0,4.982097334878332,Extrovert,0.00949552842428858,1
12766,3.0,0.0,3.0,4.0,0.0,10.0,10.0,Extrovert,0.03177226230926644,1
12800,0.0,0.0,10.0,5.0,0.0,9.0,8.0,Extrovert,0.02405646758303992,1
12801,2.0,0.0,4.0,7.0,0.0,10.0,4.0,Extrovert,0.03444113039308583,1
12818,1.0,0.0,9.0,7.0,0.0,9.0,10.0,Extrovert,0.029679645573673863,1
12819,3.1377639321564557,0.0,6.0,4.0,0.0,10.0,3.0,Extrovert,0.02228105305597139,2
13008,1.0,0.0,5.0,3.0,0.0,10.0,3.0,Extrovert,0.02238529427367042,1
13017,1.0,0.0,5.265106088560886,3.0,0.0,10.0,4.0,Extrovert,0.010263066571915003,1
13058,0.0,0.0,6.0,7.0,0.5,10.0,6.0,Extrovert,0.036307907643931436,2
13072,1.0,0.0,4.0,6.0,0.0,10.0,8.0,Extrovert,0.02331832960955582,1
13177,1.0,0.0,5.0,6.0,0.5,10.0,3.0,Extrovert,0.007225595621298764,1
13229,0.0,0.0,5.0,7.0,0.0,10.0,5.0,Extrovert,0.0054258231700328174,1
13305,3.0,0.0,5.0,4.044319380935631,0.0,10.0,7.0,Extrovert,0.013205376488175435,2
13348,2.0,0.0,10.0,6.0,0.0,9.0,6.0,Extrovert,0.027180896070468696,1
13411,1.0,0.0,5.0,3.0,0.5,10.0,4.0,Extrovert,0.00968804527325351,1
13456,2.0,0.5,4.0,7.0,0.0,10.0,4.0,Extrovert,0.00730919422728471,1
13492,1.0,0.0,4.0,6.0,0.5,10.0,3.0,Extrovert,0.032994586027490946,1
13518,2.0,0.0,4.0,7.0,0.0,10.0,7.0,Extrovert,0.020399598889108805,1
13520,3.0,0.0,10.0,3.0,0.0,9.0,7.0,Extrovert,0.022668735029995224,1
13583,0.0,0.0,6.0,6.0,0.0,10.0,5.0,Extrovert,0.035966874974621366,2
13584,0.0,0.0,5.0,4.0,0.0,10.0,4.0,Extrovert,0.022613629967711546,1
13656,3.1377639321564557,0.0,4.0,7.0,0.0,10.0,8.0,Extrovert,0.009258250681006164,1
13665,0.0,0.0,5.0,3.0,0.0,10.0,7.0,Extrovert,0.005799867202088249,1
13699,3.0,0.0,5.0,3.0,0.0,10.0,3.0,Extrovert,0.01508191909659895,1
13708,0.0,0.5,9.0,6.0,0.0,9.0,6.0,Extrovert,0.03612578666872257,1
13732,1.0,0.0,5.0,4.044319380935631,0.0,10.0,4.0,Extrovert,0.01977255039811565,1
13733,3.0,0.0,4.0,6.0,0.0,10.0,8.0,Extrovert,0.014527585591133763,1
13737,2.0,0.0,5.0,4.044319380935631,0.0,10.0,6.0,Extrovert,0.0006540288474490286,1
13778,0.0,0.0,4.0,5.0,0.0,10.0,9.0,Extrovert,0.021488694249128137,1
13779,0.0,0.0,6.0,4.0,0.0,10.0,4.0,Extrovert,0.017942768327501968,2
13792,0.0,0.0,6.0,4.0,0.0,10.0,3.0,Introvert,0.009123856241646688,2
13936,0.0,0.5,4.0,4.0,0.0,10.0,6.0,Extrovert,0.012929987034574486,1
13954,0.0,0.0,5.0,7.0,0.0,10.0,8.0,Extrovert,0.011601717488197938,2
14009,1.0,0.0,5.0,4.0,0.0,10.0,7.0,Extrovert,0.0020737282101737087,2
14064,0.0,0.0,5.0,5.0,0.0,10.0,4.0,Extrovert,0.0204466717665166,1
14120,3.0,0.5,4.0,4.0,0.0,10.0,4.0,Extrovert,0.012135278713535591,1
14160,1.0,0.0,5.0,7.0,0.5,10.0,9.0,Extrovert,0.021745862505501368,2
14193,0.0,0.0,5.0,4.044319380935631,0.0,10.0,5.0,Extrovert,0.018108788184227453,1
14202,0.0,0.0,5.0,3.0,0.0,10.0,6.0,Extrovert,0.012316917958514972,1
14227,2.0,0.0,9.0,5.0,0.0,9.0,10.0,Extrovert,0.03613634620009387,1
14228,1.0,0.0,4.0,4.0,0.0,10.0,10.0,Extrovert,0.013244999226943888,1
14273,2.0,0.0,10.0,5.0,0.0,9.0,8.0,Extrovert,0.01822720414959611,1
14303,0.0,0.0,4.0,4.044319380935631,0.0,10.0,8.0,Extrovert,0.03231458918870378,1
14401,3.0,0.0,5.265106088560886,7.0,0.0,10.0,8.0,Extrovert,0.033332489088065964,2
14449,3.0,0.0,4.0,3.0,0.0,10.0,9.0,Extrovert,0.014130523516576288,1
14477,2.0,0.0,5.265106088560886,4.0,0.0,10.0,5.0,Extrovert,0.0043627446962895,2
14540,3.0,0.0,5.0,4.044319380935631,0.0,10.0,6.0,Extrovert,0.005141914640981238,2
14549,2.0,0.0,4.0,3.0,0.0,10.0,7.0,Extrovert,0.033238517385202115,1
14564,0.0,0.0,5.0,4.0,0.0,10.0,10.0,Extrovert,0.01301853567775968,2
14596,2.0,0.0,5.0,5.0,0.0,10.0,7.0,Extrovert,0.013935131241013199,2
14602,2.0,0.0,5.265106088560886,3.0,0.0,10.0,7.0,Extrovert,0.01395229755834504,2
14607,3.0,0.0,5.0,4.0,0.0,10.0,9.0,Extrovert,0.021977573269752027,2
14627,2.0,0.5,5.0,5.0,0.0,10.0,6.0,Extrovert,0.034449697933299994,2
14644,3.0,0.0,4.0,6.0,0.5,10.0,7.0,Extrovert,0.0109349216015322,1
14646,1.0,0.0,5.0,4.0,0.5,10.0,7.0,Extrovert,0.008479103965803647,2
14695,2.0,0.0,5.265106088560886,5.0,0.0,10.0,3.0,Extrovert,0.006632969426122681,1
14714,3.1377639321564557,0.0,4.0,3.0,0.0,10.0,7.0,Extrovert,0.027417252003626214,1
14792,3.0,0.0,10.0,6.0,0.0,9.0,3.0,Extrovert,0.03236025516713292,1
14845,2.0,0.0,5.0,7.0,0.0,10.0,9.0,Extrovert,0.023525258200033372,2
14924,0.0,0.0,5.265106088560886,4.0,0.0,10.0,7.0,Extrovert,0.009145161547200908,2
14925,3.0,0.0,5.0,7.0,0.0,10.0,9.0,Extrovert,0.0262976983702099,2
15008,1.0,0.0,5.0,4.044319380935631,0.0,10.0,3.0,Extrovert,0.02259133855963258,1
15045,2.0,0.0,10.0,6.0,0.0,9.0,5.0,Extrovert,0.03183648957519991,1
15077,3.0,0.5,9.0,4.0,0.0,9.0,8.0,Extrovert,0.020569032485675764,1
15222,2.0,0.0,5.0,6.0,0.0,10.0,3.0,Extrovert,0.012472113569307108,1
15381,2.0,0.0,4.0,7.0,0.0,10.0,9.0,Extrovert,0.0075423777723861996,1
15410,3.0,0.0,5.0,5.0,0.0,10.0,6.0,Extrovert,0.01016250657331741,2
15450,3.0,0.0,5.0,3.0,0.0,10.0,5.0,Extrovert,0.005937614675217029,1
15451,4.0,0.0,5.0,6.0,0.0,10.0,6.0,Extrovert,0.015951347253675197,2
15487,3.0,0.0,5.265106088560886,7.0,0.0,10.0,3.0,Extrovert,0.0033568354549036172,2
15525,2.0,0.5,4.0,7.0,0.0,10.0,7.0,Extrovert,0.006405332117181084,2
15533,1.0,0.0,5.265106088560886,6.0,0.0,10.0,6.0,Extrovert,0.01644500335456156,2
15611,4.0,0.0,5.0,4.0,0.0,10.0,7.0,Extrovert,0.015916776154894174,2
15640,0.0,0.5,5.0,4.0,0.0,10.0,4.0,Extrovert,0.007574857205417951,2
15691,0.0,0.0,5.0,6.0,0.0,10.0,9.0,Extrovert,0.014949619296135142,2
15744,3.1377639321564557,0.0,5.0,4.0,0.0,10.0,5.0,Extrovert,0.0026100993305333553,1
15783,4.0,0.0,9.0,6.0,0.0,9.0,9.0,Extrovert,0.031868941592022804,1
15802,0.0,0.0,6.0,3.0,0.0,10.0,4.982097334878332,Extrovert,0.019637814419900534,2
15832,0.0,0.0,5.0,7.0,0.0,10.0,9.0,Extrovert,0.015498813897094621,2
15860,4.0,0.0,5.265106088560886,7.0,0.0,10.0,8.0,Extrovert,0.03441159412875816,2
15880,2.0,0.0,5.0,7.0,0.0,10.0,10.0,Extrovert,0.025335804963632524,2
15921,3.0,0.0,5.265106088560886,4.044319380935631,0.0,10.0,4.0,Extrovert,0.001265211374739339,2
16097,0.0,0.0,5.265106088560886,7.0,0.0,10.0,3.0,Extrovert,0.006632923170551974,1
16100,0.0,0.0,5.265106088560886,5.0,0.0,10.0,9.0,Extrovert,0.023134831763691466,2
16119,4.0,0.0,10.0,7.0,0.0,9.0,9.0,Extrovert,8.838278096368057e-05,2
16123,3.0,0.0,5.265106088560886,6.0,0.0,10.0,5.0,Extrovert,0.017228318959779276,2
16137,0.0,0.0,10.0,6.0,0.0,9.0,7.0,Extrovert,0.026851169459258584,1
16146,0.0,0.0,4.0,6.0,0.5,10.0,9.0,Extrovert,0.009406485777923024,1
16173,3.1377639321564557,0.0,5.0,6.0,0.0,10.0,9.0,Extrovert,0.027867913809472622,2
16213,0.0,0.0,6.0,7.0,0.0,10.0,4.0,Extrovert,0.02301551736580354,2
16232,2.0,0.0,5.0,3.0,0.0,10.0,7.0,Extrovert,0.0027745893419843792,2
16279,2.0,0.0,5.265106088560886,7.0,0.0,10.0,4.0,Extrovert,0.00589297153874635,2
16303,0.0,0.0,6.0,3.0,0.0,10.0,5.0,Extrovert,0.019781610399148386,2
16437,3.0,0.0,5.265106088560886,5.0,0.0,10.0,5.0,Extrovert,0.015075531235749895,2
16536,2.0,0.0,5.265106088560886,5.0,0.0,10.0,6.0,Extrovert,0.022296209374604303,2
16583,2.0,0.0,5.0,6.0,0.0,10.0,8.0,Extrovert,0.021644105047550433,2
16587,0.0,0.0,5.265106088560886,6.0,0.0,10.0,3.0,Extrovert,0.010448113036992002,1
16613,1.0,0.0,5.265106088560886,5.0,0.0,10.0,9.0,Extrovert,0.029549721097568593,2
16621,3.0,0.5,4.0,3.0,0.0,10.0,5.0,Extrovert,0.009318121032986237,1
16697,2.0,0.5,5.0,6.0,0.0,10.0,3.0,Extrovert,0.013598970120606069,2
16703,0.0,0.0,5.0,3.0,0.0,10.0,10.0,Introvert,0.009481715948556957,2
16729,0.0,0.0,6.0,6.0,0.0,10.0,4.0,Extrovert,0.024392121395150346,2
16801,0.0,0.0,10.0,5.0,0.0,9.0,9.0,Introvert,0.017264872836839196,1
16899,4.0,0.0,6.0,5.0,0.0,10.0,3.0,Extrovert,0.027896998270597884,2
16904,3.0,0.0,5.0,3.0,0.0,10.0,9.0,Extrovert,0.016402265758997503,2
16924,0.0,0.0,5.265106088560886,5.0,0.0,10.0,5.0,Extrovert,0.0029005826998629303,1
16949,2.0,0.0,4.0,7.0,0.0,10.0,5.0,Extrovert,0.03148200663698586,1
16991,2.0,0.0,9.0,4.0,0.0,9.0,10.0,Extrovert,0.03749004319464744,1
16997,0.0,0.5,6.0,5.0,0.0,10.0,3.0,Extrovert,0.034560402026796444,2
17063,0.0,0.0,4.0,7.0,0.0,10.0,8.0,Extrovert,0.01971556324921364,1
17098,2.0,0.0,5.0,4.0,0.0,10.0,3.0,Extrovert,0.018855082820705693,1
17107,0.0,0.0,5.265106088560886,6.0,0.0,10.0,4.0,Extrovert,0.005570496874514053,1
17123,3.0,0.0,3.0,6.0,0.0,10.0,9.0,Extrovert,0.03496351144629517,1
17135,3.0,0.0,5.0,4.0,0.0,10.0,3.0,Extrovert,0.014232072341435087,1
17201,3.0,0.0,5.0,5.0,0.0,10.0,4.982097334878332,Extrovert,0.0005178728189254578,2
17312,0.0,0.5,4.0,4.0,0.0,10.0,3.0,Extrovert,0.024000266041860563,1
17353,4.0,0.0,5.0,4.0,0.0,10.0,9.0,Extrovert,0.02392724426898929,2
17371,3.1377639321564557,0.0,4.0,7.0,0.0,10.0,3.0,Extrovert,0.03130777327590262,1
17403,0.0,0.0,5.265106088560886,4.0,0.0,10.0,8.0,Extrovert,0.015176666885926116,2
17413,0.0,0.0,6.0,7.0,0.0,10.0,5.0,Extrovert,0.03144245605661644,2
17421,0.0,0.0,5.0,3.0,0.0,10.0,9.0,Extrovert,0.0055492697722201445,2
17456,2.0,0.0,4.0,5.0,0.0,10.0,8.0,Extrovert,0.024478081608547475,1
17462,3.0,0.0,5.0,7.0,0.0,10.0,5.0,Extrovert,0.006633178410360596,2
17491,0.0,0.0,5.265106088560886,5.0,0.0,10.0,4.0,Extrovert,0.009685990984866555,1
17514,3.0,0.0,5.265106088560886,7.0,0.0,10.0,9.0,Extrovert,0.035012814807274584,2
17530,3.0,0.0,5.0,7.0,0.0,10.0,4.0,Extrovert,0.00046100240233237777,2
17564,1.0,0.0,5.265106088560886,4.0,0.0,10.0,4.0,Extrovert,0.00873941630591668,1
17572,2.0,0.0,6.0,6.0,0.0,10.0,3.0,Extrovert,0.02450705435551903,2
17674,3.1377639321564557,0.0,6.0,6.0,0.0,10.0,3.0,Extrovert,0.02787449726121327,2
17686,3.0,0.0,5.0,6.0,0.0,10.0,4.0,Extrovert,0.0028362729837387857,1
17716,1.0,0.0,4.0,5.0,0.0,10.0,9.0,Extrovert,0.018851071655615614,1
17781,3.1377639321564557,0.0,9.0,6.0,0.0,9.0,9.0,Extrovert,0.036789133775146476,1
17822,3.0,0.0,5.0,6.0,0.0,10.0,7.0,Extrovert,0.020396108747734454,2
17913,3.1377639321564557,0.0,5.265106088560886,5.0,0.0,10.0,7.0,Extrovert,0.034605036937291334,2
17927,2.0,0.0,5.265106088560886,6.0,0.5,10.0,8.0,Extrovert,0.031335998532803,2
17942,2.0,0.5,4.0,4.0,0.0,10.0,3.0,Extrovert,0.0189530461447871,1
17952,1.0,0.0,5.265106088560886,6.0,0.0,10.0,4.0,Extrovert,0.0012658504480158594,1
17974,2.0,0.5,10.0,7.0,0.0,9.0,3.0,Extrovert,0.009072497276393143,1
17983,3.1377639321564557,0.0,4.0,6.0,0.0,10.0,6.0,Extrovert,0.028958135677141117,1
18011,0.0,0.0,4.0,3.0,0.0,10.0,10.0,Extrovert,0.016683878916426753,1
18049,2.0,0.5,4.0,5.0,0.0,10.0,9.0,Extrovert,0.011342831944547438,2
18094,3.1377639321564557,0.0,4.0,3.0,0.0,10.0,6.0,Extrovert,0.03377215298515801,1
18155,3.1377639321564557,0.0,5.265106088560886,6.0,0.0,10.0,7.0,Extrovert,0.03429670781948535,2
18160,2.0,0.0,6.0,4.0,0.0,10.0,3.0,Extrovert,0.01856477445850846,2
18181,0.0,0.5,9.0,5.0,0.0,9.0,8.0,Extrovert,0.02801500966676662,1
18243,3.0,0.0,5.0,3.0,0.0,10.0,7.0,Extrovert,0.006997965126449568,2
18299,2.0,0.0,5.0,6.0,0.0,10.0,7.0,Extrovert,0.01623989050684127,2
18336,0.0,0.5,4.0,6.0,0.0,10.0,5.0,Extrovert,0.012397108221660957,1
18359,2.0,0.0,5.0,6.0,0.0,10.0,5.0,Extrovert,0.0007214806697168896,1
18381,0.0,0.0,5.265106088560886,4.0,0.0,10.0,3.0,Extrovert,0.016439892673816736,1
18426,1.0,0.0,5.265106088560886,4.0,0.0,10.0,8.0,Extrovert,0.02191852489321544,2
18499,4.0,0.0,5.0,5.0,0.0,10.0,5.0,Extrovert,0.005521874762825174,2
18514,6.0,0.0,5.0,3.0,0.0,10.0,4.0,Extrovert,0.00032717633481249564,2
