id,personality,probability
1297,Extrovert,0.90332
9491,Introvert,0.04945327
17682,Introvert,0.029340059
1300,Introvert,0.04826425
9487,Extrovert,0.13623168
17678,Extrovert,0.09623986
1306,Extrovert,0.97224694
9499,Extrovert,0.9682247
9498,Extrovert,0.9645823
9501,Extrovert,0.12090857
9500,Extrovert,0.92136294
17694,Introvert,0.18048261
17698,Extrovert,0.96312857
1318,Extrovert,0.9745188
9511,Introvert,0.12212137
17703,Extrovert,0.9785776
9512,Extrovert,0.9816742
1319,Introvert,0.03196453
1323,Extrovert,0.9855479
9516,Extrovert,0.9842195
17710,Extrovert,0.9820287
9518,Introvert,0.0461021
9521,Extrovert,0.20094077
1333,Extrovert,0.9788286
9527,Extrovert,0.9859496
1336,Introvert,0.18555899
9528,Extrovert,0.97868973
9531,Introvert,0.075836994
1340,Introvert,0.063955955
17723,Extrovert,0.9835982
9532,Introvert,0.064648844
9535,Introvert,0.20966572
1343,Extrovert,0.9751065
9537,Introvert,0.021293502
1345,Introvert,0.034183197
17726,Introvert,0.0955144
17733,Extrovert,0.25993696
1350,Extrovert,0.9858899
17735,Extrovert,0.9888438
17736,Introvert,0.015346135
17734,Introvert,0.9746825
1354,Extrovert,0.98260325
9548,Extrovert,0.96238846
17741,Introvert,0.123499855
17740,Introvert,0.025415033
9552,Extrovert,0.97557175
17745,Introvert,0.057162434
9554,Extrovert,0.99530846
17747,Extrovert,0.9733565
17744,Introvert,0.042952575
9557,Extrovert,0.9569136
17749,Introvert,0.034038004
9559,Extrovert,0.9855789
17752,Introvert,0.031489164
9561,Extrovert,0.9642443
1367,Introvert,0.06600596
17751,Introvert,0.077089146
1369,Extrovert,0.970524
17750,Extrovert,0.08520865
1374,Introvert,0.13407166
17758,Introvert,0.03203108
9567,Introvert,0.01773885
17761,Extrovert,0.98121053
1378,Introvert,0.898859
9570,Extrovert,0.9871796
1377,Extrovert,0.9619157
17765,Introvert,0.0871305
1379,Extrovert,0.9648421
9578,Extrovert,0.09073549
17771,Introvert,0.04230662
1387,Extrovert,0.97002673
9581,Extrovert,0.9822483
9582,Introvert,0.033859905
1391,Extrovert,0.99174786
9584,Extrovert,0.92722386
9585,Introvert,0.044085186
17776,Introvert,0.07914283
9587,Extrovert,0.9445654
17777,Extrovert,0.98993987
17781,Extrovert,0.97476393
9592,Introvert,0.14767183
9594,Extrovert,0.9900983
9595,Extrovert,0.95830226
1406,Extrovert,0.95197386
9599,Introvert,0.072733335
9598,Introvert,0.09017059
14934,Introvert,0.09175734
9602,Extrovert,0.9567332
17793,Introvert,0.94648844
9604,Introvert,0.09792254
9605,Introvert,0.0669537
1414,Extrovert,0.96175766
17798,Extrovert,0.9878346
17800,Extrovert,0.91425246
17801,Extrovert,0.97656745
9608,Extrovert,0.9927925
9613,Introvert,0.016327234
17806,Extrovert,0.9669106
1422,Extrovert,0.3272529
9616,Introvert,0.059230827
17810,Extrovert,0.9732464
9620,Introvert,0.019548679
9621,Extrovert,0.98874146
1430,Introvert,0.97675544
9623,Introvert,0.15655832
1429,Extrovert,0.9816435
1431,Introvert,0.02254325
9626,Introvert,0.0320681
9627,Extrovert,0.9553015
17820,Introvert,0.11879103
17818,Extrovert,0.9696913
17817,Extrovert,0.9714514
9628,Extrovert,0.31091523
16567,Introvert,0.9442533
17816,Introvert,0.876662
17826,Extrovert,0.9843188
9636,Introvert,0.9010811
9638,Introvert,0.029239897
9639,Introvert,0.045167897
1449,Extrovert,0.98444104
1450,Introvert,0.045060415
1451,Introvert,0.043421045
1452,Introvert,0.119357616
17837,Introvert,0.043047152
17836,Extrovert,0.978963
1454,Introvert,0.09499526
9648,Introvert,0.073578715
1457,Extrovert,0.9868707
17844,Introvert,0.051335186
1461,Extrovert,0.91034263
17845,Extrovert,0.92883426
1463,Introvert,0.042231724
1460,Introvert,0.90186334
17850,Introvert,0.04154914
17852,Introvert,0.08508616
1469,Extrovert,0.9141482
1471,Introvert,0.03479237
17856,Extrovert,0.9908903
9665,Extrovert,0.9568108
9668,Introvert,0.037551343
1477,Extrovert,0.9833802
1476,Introvert,0.014927404
9671,Extrovert,0.98898405
1480,Introvert,0.020186616
9673,Extrovert,0.98737806
9676,Extrovert,0.9487612
1485,Introvert,0.052303363
1486,Extrovert,0.9372457
17871,Extrovert,0.9382695
9680,Introvert,0.096376464
1489,Extrovert,0.92655814
9681,Extrovert,0.98541564
1492,Introvert,0.017412927
17876,Extrovert,0.9834268
1493,Introvert,0.04913763
9686,Extrovert,0.973127
1497,Extrovert,0.9504363
17882,Extrovert,0.9867258
1499,Introvert,0.95761085
9691,Extrovert,0.93387055
17885,Extrovert,0.9841967
9694,Introvert,0.059189215
9695,Introvert,0.030733453
17886,Introvert,0.011637506
9696,Introvert,0.071202695
9698,Extrovert,0.9812619
9699,Introvert,0.016867142
17890,Introvert,0.10868067
1509,Extrovert,0.26326865
17894,Introvert,0.03678308
17895,Extrovert,0.9707875
17893,Extrovert,0.96988577
17891,Introvert,0.022360496
9697,Introvert,0.0676107
9707,Introvert,0.09754394
1515,Extrovert,0.09078698
17901,Extrovert,0.98200214
9702,Extrovert,0.93700933
18211,Introvert,0.027182247
17904,Extrovert,0.9832464
3558,Introvert,0.8978543
1522,Introvert,0.032793567
9716,Introvert,0.9119765
1527,Introvert,0.0635406
17912,Extrovert,0.9526449
1529,Introvert,0.056925677
17913,Extrovert,0.97960407
9722,Extrovert,0.8573507
1532,Introvert,0.03968806
9723,Extrovert,0.9822472
9726,Extrovert,0.9816472
9727,Introvert,0.072130315
1536,Introvert,0.043776333
17920,Introvert,0.022382991
1535,Extrovert,0.98455775
17919,Introvert,0.030372843
1540,Extrovert,0.9896578
17924,Introvert,0.04288029
1542,Extrovert,0.9554699
1543,Extrovert,0.9002615
9733,Introvert,0.04319011
1545,Introvert,0.058749113
9738,Introvert,0.97367066
17930,Extrovert,0.32795304
1548,Extrovert,0.9760601
17932,Introvert,0.043546118
17936,Introvert,0.1438625
1553,Extrovert,0.9719972
9745,Extrovert,0.9669759
1555,Extrovert,0.33466643
17940,Extrovert,0.9686225
1558,Introvert,0.027733767
1559,Introvert,0.0036035825
9750,Extrovert,0.12493634
9755,Extrovert,0.9737153
17947,Introvert,0.12102678
17949,Introvert,0.042732593
9756,Extrovert,0.980696
1567,Extrovert,0.9875853
17951,Extrovert,0.93100095
1568,Extrovert,0.93700933
17954,Introvert,0.12763545
9766,Introvert,0.023171827
17959,Introvert,0.013678807
1576,Introvert,0.09563161
17958,Extrovert,0.98819494
9770,Introvert,0.076429605
9771,Extrovert,0.9714462
17964,Introvert,0.046657994
17965,Extrovert,0.9868155
1582,Extrovert,0.14392985
1583,Introvert,0.12025746
9776,Introvert,0.025758674
1585,Introvert,0.95784444
17971,Extrovert,0.9845238
1588,Extrovert,0.9127377
1590,Extrovert,0.9638866
17975,Introvert,0.06598997
9785,Extrovert,0.964791
1593,Introvert,0.055438057
9787,Introvert,0.14510487
17980,Extrovert,0.9886707
17981,Introvert,0.03189711
1598,Introvert,0.04479946
17977,Extrovert,0.9964683
9790,Extrovert,0.98279035
1596,Introvert,0.8868676
17986,Extrovert,0.91007155
1602,Extrovert,0.9654927
1601,Extrovert,0.9367983
1599,Extrovert,0.97839546
17990,Introvert,0.043686967
17991,Extrovert,0.91425246
9800,Introvert,0.041770753
9799,Extrovert,0.9139849
9802,Introvert,0.195151
17993,Extrovert,0.9657875
17992,Introvert,0.97350854
17989,Introvert,0.97658974
1615,Introvert,0.9857312
1617,Extrovert,0.9444405
9811,Introvert,0.03552785
1620,Extrovert,0.9894243
18005,Introvert,0.077521
1622,Extrovert,0.9711438
9815,Introvert,0.015084469
1624,Extrovert,0.9732535
18009,Extrovert,0.97972167
9818,Introvert,0.97802746
322,Introvert,0.06282662
1628,Introvert,0.10799863
18011,Extrovert,0.9826263
1630,Introvert,0.033282824
18015,Extrovert,0.9701657
9824,Extrovert,0.9306836
9825,Extrovert,0.95614654
18018,Extrovert,0.3312598
1632,Introvert,0.11199798
1636,Extrovert,0.9061527
9829,Introvert,0.08082985
1633,Introvert,0.06353591
18023,Extrovert,0.9409787
1640,Introvert,0.03539141
18025,Extrovert,0.9315255
18026,Introvert,0.16479288
9835,Extrovert,0.98537076
18028,Introvert,0.04156264
9837,Introvert,0.10109712
9838,Extrovert,0.97956055
18031,Introvert,0.11775151
18032,Extrovert,0.9915189
18033,Extrovert,0.9763605
1649,Extrovert,0.9829144
18034,Introvert,0.07627045
1646,Introvert,0.030707648
18037,Introvert,0.036111873
9846,Extrovert,0.97888595
9847,Introvert,0.02118981
9848,Introvert,0.011353891
1656,Extrovert,0.95229906
18039,Extrovert,0.31419572
9852,Extrovert,0.99199235
9853,Introvert,0.045700934
18045,Introvert,0.026860997
18047,Introvert,0.034362692
18050,Extrovert,0.98318684
1667,Introvert,0.101998806
1668,Introvert,0.030726472
1669,Introvert,0.023226662
1670,Extrovert,0.98205215
1671,Extrovert,0.97722286
18055,Introvert,0.021114629
1674,Introvert,0.05106797
18059,Extrovert,0.9785145
9868,Extrovert,0.9891991
1677,Extrovert,0.9484583
9870,Extrovert,0.98408103
18063,Introvert,0.2086309
9883,Extrovert,0.96894795
18077,Extrovert,0.9764356
9888,Introvert,0.021626368
9894,Introvert,0.8823742
9895,Extrovert,0.9720544
18088,Introvert,0.04203087
18089,Introvert,0.08952534
1706,Extrovert,0.9911771
18091,Extrovert,0.948195
1708,Introvert,0.0700175
1709,Introvert,0.09133593
1703,Introvert,0.93945193
9903,Extrovert,0.9802721
9904,Introvert,0.20569037
18098,Extrovert,0.9702439
1716,Introvert,0.9140005
18106,Introvert,0.078164585
9916,Introvert,0.030084042
18108,Introvert,0.07621563
18110,Introvert,0.045902472
18111,Extrovert,0.8934263
1725,Introvert,0.93469924
1729,Introvert,0.9069895
1730,Extrovert,0.9742907
18118,Introvert,0.014995889
1735,Introvert,0.058536053
9926,Extrovert,0.9845238
9929,Introvert,0.04799909
18122,Extrovert,0.9896063
1739,Extrovert,0.99230194
1740,Extrovert,0.9960079
9933,Extrovert,0.96988577
1742,Extrovert,0.9935742
1743,Introvert,0.023619603
1737,Extrovert,0.13987921
18129,Extrovert,0.9893526
1746,Extrovert,0.9483036
1745,Introvert,0.043321706
9940,Extrovert,0.99271846
1749,Introvert,0.07143848
9942,Introvert,0.04636274
1753,Extrovert,0.8125553
1754,Extrovert,0.9894098
9947,Introvert,0.044753365
18137,Extrovert,0.99226135
18141,Introvert,0.11569207
1758,Extrovert,0.93145806
18143,Extrovert,0.97657007
9955,Introvert,0.034570154
18148,Extrovert,0.08351536
1765,Extrovert,0.9460627
9957,Extrovert,0.96209806
18151,Extrovert,0.9867597
9960,Extrovert,0.9858066
9961,Introvert,0.06861854
1766,Introvert,0.94633484
1771,Introvert,0.032848105
9963,Introvert,0.035069566
9964,Introvert,0.043250658
9966,Extrovert,0.9763689
1774,Introvert,0.5416715
1776,Extrovert,0.9877935
1778,Introvert,0.025699329
9971,Introvert,0.07621207
18164,Extrovert,0.9829144
9973,Extrovert,0.9536015
18166,Extrovert,0.96979225
18170,Introvert,0.023331925
1788,Introvert,0.14810532
18173,Introvert,0.060171153
9980,Introvert,0.028350905
1793,Introvert,0.060616937
18267,Introvert,0.03896251
18180,Introvert,0.18774907
1796,Introvert,0.048843466
9990,Extrovert,0.9746323
9992,Extrovert,0.97287863
18184,Extrovert,0.95555204
9995,Introvert,0.035046984
1805,Introvert,0.14067264
9997,Extrovert,0.93798876
18191,Introvert,0.025849348
18189,Extrovert,0.97367245
18193,Extrovert,0.9526377
10001,Extrovert,0.9367983
1811,Extrovert,0.9757012
18196,Extrovert,0.9677594
8501,Introvert,0.98072124
10004,Extrovert,0.04425635
1818,Introvert,0.09156384
10011,Extrovert,0.96901333
18204,Introvert,0.045985427
1821,Introvert,0.07691355
18205,Introvert,0.06698614
18207,Introvert,0.05586094
18208,Extrovert,0.95663196
1820,Introvert,0.07768176
1826,Introvert,0.097049266
1824,Extrovert,0.99185294
1828,Extrovert,0.97670776
18213,Extrovert,0.9822803
18214,Introvert,0.5561354
1831,Introvert,0.08105691
10024,Introvert,0.10431513
1833,Extrovert,0.98441017
10026,Extrovert,0.9649312
1835,Introvert,0.029484054
18219,Extrovert,0.9627348
10027,Extrovert,0.08274993
1838,Extrovert,0.9782049
10030,Extrovert,0.9535378
1840,Introvert,0.025511581
1834,Introvert,0.9644229
18226,Extrovert,0.95321465
1844,Extrovert,0.94671345
1845,Extrovert,0.06960723
18228,Introvert,0.058101397
18231,Extrovert,0.96759605
18232,Extrovert,0.9779629
10041,Extrovert,0.98757833
1850,Extrovert,0.9847435
10043,Introvert,0.046570465
10044,Extrovert,0.973313
18236,Extrovert,0.92152107
18235,Introvert,0.023597782
10047,Introvert,0.06190704
1856,Extrovert,0.9881043
1854,Introvert,0.01951427
10050,Introvert,0.15257105
10051,Extrovert,0.9694885
18244,Extrovert,0.9868845
10046,Introvert,0.12804705
18246,Introvert,0.032668967
18247,Extrovert,0.97307396
1862,Introvert,0.048076626
18250,Introvert,0.070066325
18251,Extrovert,0.98183125
1866,Introvert,0.26795086
18255,Extrovert,0.98757833
1872,Extrovert,0.7814351
1871,Introvert,0.027098045
1874,Introvert,0.07354053
1873,Introvert,0.8746499
2001,Introvert,0.94710046
10069,Introvert,0.06550908
10070,Extrovert,0.9675836
10072,Extrovert,0.98448503
18265,Extrovert,0.9796821
10074,Introvert,0.0411108
10075,Introvert,0.09153003
1884,Introvert,0.04266416
18268,Introvert,0.07095944
10078,Extrovert,0.94337153
10077,Introvert,0.01969341
1888,Extrovert,0.97659314
10079,Extrovert,0.9850974
10082,Introvert,0.057613213
18275,Extrovert,0.9444789
18274,Extrovert,0.9669106
18276,Introvert,0.8904289
18273,Introvert,0.03953324
1886,Introvert,0.92647934
1896,Introvert,0.8957465
10080,Extrovert,0.061617468
18282,Extrovert,0.26630202
10091,Extrovert,0.9755088
1898,Extrovert,0.98235404
10090,Introvert,0.0795109
1903,Extrovert,0.9491811
18288,Extrovert,0.99116534
1904,Extrovert,0.9877729
10098,Extrovert,0.97188574
1907,Extrovert,0.98318684
1906,Introvert,0.17119278
18287,Extrovert,0.9513271
1910,Extrovert,0.9694389
18294,Extrovert,0.94575185
18296,Extrovert,0.9853813
18298,Introvert,0.0457812
18300,Introvert,0.09676531
18301,Introvert,0.02450657
1918,Introvert,0.054625902
18304,Introvert,0.08151474
1922,Extrovert,0.9548781
1924,Introvert,0.02883922
10117,Extrovert,0.9907481
18310,Introvert,0.023917858
1927,Extrovert,0.2636191
10120,Introvert,0.89316237
1929,Extrovert,0.9922329
1930,Extrovert,0.948195
10123,Extrovert,0.96550757
1928,Introvert,0.11875675
18317,Extrovert,0.09907426
10126,Extrovert,0.9603388
18318,Extrovert,0.94413996
18312,Introvert,0.9303036
1938,Extrovert,0.97534525
1939,Extrovert,0.98778254
1940,Extrovert,0.93216294
10133,Introvert,0.040744193
1942,Extrovert,0.98103607
10135,Introvert,0.043091223
10134,Introvert,0.065409034
18329,Introvert,0.033404294
18327,Extrovert,0.97686154
18331,Introvert,0.06292624
10140,Extrovert,0.9787314
18325,Extrovert,0.98516965
1944,Extrovert,0.050481375
10143,Extrovert,0.9923699
10144,Extrovert,0.91967773
10145,Extrovert,0.9648373
18336,Extrovert,0.9737978
18338,Extrovert,0.98468924
1956,Extrovert,0.97771114
1957,Extrovert,0.97476393
10147,Extrovert,0.9768122
10149,Extrovert,0.05034744
10152,Introvert,0.039062485
18345,Extrovert,0.9795361
18344,Extrovert,0.98820066
1962,Extrovert,0.9798622
18346,Extrovert,0.96435654
18349,Extrovert,0.9845114
1964,Extrovert,0.9821092
10159,Extrovert,0.97719735
18351,Extrovert,0.98282534
1969,Extrovert,0.9590089
10161,Extrovert,0.95128745
1971,Extrovert,0.22519541
10164,Introvert,0.9535089
10165,Extrovert,0.9016341
18358,Extrovert,0.95582587
18359,Extrovert,0.98438257
1975,Extrovert,0.9796847
10169,Introvert,0.91438675
10171,Introvert,0.022107953
18363,Extrovert,0.9854342
1981,Extrovert,0.9823282
10174,Extrovert,0.9774965
1985,Introvert,0.016447589
18371,Extrovert,0.9568001
10179,Introvert,0.03878405
1990,Extrovert,0.96535295
1991,Introvert,0.09531399
18376,Introvert,0.062489927
10185,Introvert,0.1003639
18377,Extrovert,0.26696736
18379,Extrovert,0.96843654
10187,Extrovert,0.9919063
1997,Extrovert,0.93440324
1996,Introvert,0.07067651
18381,Extrovert,0.97952497
18384,Extrovert,0.9653667
18385,Extrovert,0.9924609
18386,Extrovert,0.9892509
18387,Extrovert,0.9823501
2004,Introvert,0.80402744
10196,Extrovert,0.906721
18390,Extrovert,0.9948095
10195,Extrovert,0.98958254
18392,Introvert,0.06319755
18393,Introvert,0.12885521
2009,Introvert,0.06548228
18399,Extrovert,0.9937342
10208,Introvert,0.040148903
18401,Extrovert,0.95552474
18402,Extrovert,0.960888
2015,Extrovert,0.98803
2029,Extrovert,0.16422425
2021,Introvert,0.036388174
2022,Introvert,0.07244588
10214,Extrovert,0.96740514
2030,Introvert,0.03731076
18412,Introvert,0.16358349
10221,Extrovert,0.98719585
18414,Extrovert,0.95561844
18415,Introvert,0.08655539
18416,Introvert,0.072805196
2031,Introvert,0.09486588
10226,Introvert,0.0596873
2035,Introvert,0.91826916
2036,Introvert,0.13198885
18419,Extrovert,0.99288356
18418,Introvert,0.06456687
10231,Extrovert,0.97379273
2038,Extrovert,0.9518842
2040,Extrovert,0.97167945
18426,Extrovert,0.9849497
18423,Extrovert,0.94144464
2037,Extrovert,0.95923877
18429,Extrovert,0.85726947
10238,Extrovert,0.9837727
10239,Extrovert,0.9479523
2049,Introvert,0.012611559
2050,Extrovert,0.9779448
10243,Introvert,0.74396044
10244,Extrovert,0.9794829
18436,Extrovert,0.976646
2054,Extrovert,0.982615
10247,Extrovert,0.9621574
18440,Extrovert,0.968308
18441,Introvert,0.12545583
18438,Introvert,0.048743807
10251,Extrovert,0.9742184
10252,Extrovert,0.9770173
10246,Introvert,0.091187835
10250,Introvert,0.033374015
10248,Extrovert,0.98796916
10254,Introvert,0.9518167
18443,Introvert,0.98280567
18452,Extrovert,0.95260745
10260,Extrovert,0.95235395
10261,Introvert,0.035967544
10265,Introvert,0.039545454
2075,Extrovert,0.96031743
18460,Extrovert,0.97251385
18461,Extrovert,0.98135686
10270,Extrovert,0.98357683
2077,Extrovert,0.96352005
2080,Extrovert,0.94681346
2081,Extrovert,0.9845003
18468,Extrovert,0.9901489
10278,Introvert,0.015923068
18472,Extrovert,0.973215
10280,Extrovert,0.8851835
2090,Extrovert,0.95631045
10282,Introvert,0.9639646
2092,Extrovert,0.98788214
10284,Introvert,0.06043438
10288,Extrovert,0.9709199
10289,Extrovert,0.9733566
2098,Extrovert,0.9719015
18483,Extrovert,0.9061839
18482,Extrovert,0.97146183
18485,Introvert,0.04439439
18486,Introvert,0.9822031
2104,Extrovert,0.97875834
2106,Extrovert,0.17999323
2112,Extrovert,0.9498102
18497,Extrovert,0.9822166
18500,Introvert,0.084926255
2117,Extrovert,0.96246177
16703,Introvert,0.90190476
2119,Introvert,0.03637643
2122,Extrovert,0.9476076
10315,Extrovert,0.9325684
2126,Extrovert,0.9677145
18511,Extrovert,0.98082376
10321,Extrovert,0.98817897
2129,Introvert,0.015680471
10323,Extrovert,0.9923699
2131,Introvert,0.0631469
18516,Extrovert,0.96982354
10325,Introvert,0.022198273
2132,Extrovert,0.97900426
18520,Extrovert,0.9750742
18521,Introvert,0.072781794
10330,Extrovert,0.98095196
10331,Introvert,0.93555856
2137,Introvert,0.019468643
2136,Introvert,0.8898521
2143,Introvert,0.01662341
2146,Extrovert,0.94710046
2147,Extrovert,0.9873499
10340,Extrovert,0.9929624
2149,Extrovert,0.9858699
18337,Extrovert,0.09663675
10343,Extrovert,0.97820526
10351,Extrovert,0.96630913
2159,Introvert,0.019416625
2163,Introvert,0.03295175
10356,Introvert,0.09661298
2166,Introvert,0.06979779
2170,Extrovert,0.9819886
10363,Extrovert,0.98183125
2176,Introvert,0.9258059
2179,Introvert,0.026230479
10371,Extrovert,0.91989297
10374,Extrovert,0.11567609
2183,Extrovert,0.18208338
2185,Introvert,0.13708106
10381,Extrovert,0.9595542
2192,Extrovert,0.13125458
10385,Extrovert,0.97670776
2193,Introvert,0.066269316
2195,Introvert,0.046293333
2197,Introvert,0.97642344
2199,Extrovert,0.9900761
10393,Introvert,0.054719243
2203,Introvert,0.96041924
2208,Introvert,0.12360185
2209,Extrovert,0.9726156
10400,Extrovert,0.9103966
10403,Extrovert,0.94693804
2214,Extrovert,0.5398956
10407,Extrovert,0.98135686
10408,Extrovert,0.9894075
2219,Extrovert,0.9478714
2220,Extrovert,0.93759584
2221,Extrovert,0.9756556
2229,Extrovert,0.990877
10426,Extrovert,0.96402246
2234,Extrovert,0.16085461
10428,Extrovert,0.9705296
10427,Introvert,0.85673475
2246,Extrovert,0.9855994
2248,Extrovert,0.96254915
10442,Extrovert,0.9884958
10443,Extrovert,0.98396444
10445,Extrovert,0.98644847
10446,Extrovert,0.96758413
2257,Introvert,0.06498919
2258,Introvert,0.07894844
10451,Extrovert,0.97010964
2260,Extrovert,0.9866181
10453,Introvert,0.063893154
2261,Introvert,0.05578466
10459,Introvert,0.026475297
10220,Extrovert,0.98396444
10461,Introvert,0.013440762
2267,Extrovert,0.96046287
2272,Extrovert,0.95398915
2273,Introvert,0.15527107
2274,Extrovert,0.9879943
10467,Introvert,0.050328903
2275,Extrovert,0.96728045
10222,Extrovert,0.98082215
10471,Extrovert,0.9657282
10470,Extrovert,0.9822472
10473,Extrovert,0.9711438
10474,Extrovert,0.103625834
10479,Introvert,0.8633284
2288,Introvert,0.05728572
2289,Introvert,0.13635668
10481,Extrovert,0.99110454
10480,Introvert,0.97993696
10482,Introvert,0.9859496
2295,Introvert,0.06656917
10487,Extrovert,0.99093014
2299,Extrovert,0.94768244
10492,Introvert,0.08739883
10497,Introvert,0.95398915
2306,Introvert,0.014384221
2312,Extrovert,0.97399974
2313,Extrovert,0.9646948
10504,Introvert,0.15285157
2315,Introvert,0.8969019
10508,Introvert,0.032989956
10510,Extrovert,0.10817922
10511,Extrovert,0.9676866
2319,Extrovert,0.9907183
2322,Extrovert,0.99706596
10515,Introvert,0.122791596
2326,Introvert,0.050919525
10520,Introvert,0.19312733
10521,Introvert,0.14830726
10525,Extrovert,0.970251
10526,Extrovert,0.96208704
2335,Introvert,0.049421195
2336,Extrovert,0.99355304
2346,Introvert,0.039310742
10538,Introvert,0.035640076
10541,Extrovert,0.9626979
10547,Introvert,0.09113819
2358,Introvert,0.9866043
2360,Introvert,0.04223669
2361,Introvert,0.028775163
10555,Extrovert,0.97032946
2363,Introvert,0.032576557
10559,Extrovert,0.9614296
10560,Introvert,0.069508
10564,Introvert,0.050847825
10568,Extrovert,0.9662611
2377,Introvert,0.084925756
18383,Extrovert,0.95797884
10571,Extrovert,0.97442824
2380,Introvert,0.040213577
10574,Extrovert,0.9919714
10579,Extrovert,0.9881043
2388,Extrovert,0.97283924
10582,Introvert,0.011814829
2390,Extrovert,0.97734284
2393,Extrovert,0.96479654
10587,Extrovert,0.9884821
2398,Extrovert,0.9379853
10592,Introvert,0.018982934
10594,Extrovert,0.9547024
10596,Introvert,0.013565723
2407,Extrovert,0.95765996
10600,Extrovert,0.9706049
2410,Extrovert,0.98839617
2415,Extrovert,0.9912565
10610,Extrovert,0.93738544
2418,Extrovert,0.9892039
10614,Extrovert,0.15488827
2425,Extrovert,0.9032812
10618,Introvert,0.01829237
2427,Extrovert,0.98226154
10620,Extrovert,0.9579433
2431,Introvert,0.053485144
10627,Introvert,0.03832869
2438,Extrovert,0.9364691
10631,Introvert,0.11265034
2440,Introvert,0.04893667
10630,Extrovert,0.08991438
10634,Extrovert,0.15786828
2444,Extrovert,0.93854773
10641,Introvert,0.038916335
10642,Introvert,0.9910058
10647,Extrovert,0.98211426
2460,Introvert,0.009381983
2462,Introvert,0.042081278
2464,Extrovert,0.747606
10657,Introvert,0.8472354
2466,Extrovert,0.9818971
2470,Introvert,0.07683819
2473,Extrovert,0.1182025
10668,Extrovert,0.98446864
10669,Introvert,0.98559177
10675,Introvert,0.044823196
10677,Extrovert,0.96855295
10681,Extrovert,0.9818273
2489,Extrovert,0.99082726
10684,Introvert,0.046051078
10687,Extrovert,0.9512188
10691,Extrovert,0.91791964
2502,Extrovert,0.9778983
10694,Introvert,0.040052447
10698,Introvert,0.023138953
2508,Extrovert,0.97447926
10702,Extrovert,0.9464239
10703,Introvert,0.025447747
2511,Introvert,0.09423462
2513,Extrovert,0.9880095
10710,Introvert,0.14908397
2520,Extrovert,0.9959032
10713,Extrovert,0.9788452
2521,Introvert,0.11501467
2524,Introvert,0.039965555
10716,Extrovert,0.97664
2526,Introvert,0.96677667
10720,Extrovert,0.98833585
10721,Introvert,0.11139282
10723,Introvert,0.7601203
2534,Extrovert,0.98656267
10730,Introvert,0.053875294
10732,Introvert,0.5879367
10739,Extrovert,0.9767358
2548,Extrovert,0.98715276
10741,Extrovert,0.9592145
2550,Extrovert,0.9715645
2551,Introvert,0.032788742
2552,Introvert,0.08990696
2553,Extrovert,0.17314729
10746,Extrovert,0.9858899
10743,Introvert,0.05994668
10752,Extrovert,0.058616426
2560,Introvert,0.071499616
2562,Extrovert,0.9393025
10755,Extrovert,0.9913583
2564,Extrovert,0.9624322
2563,Introvert,0.03429865
10756,Extrovert,0.12805237
10759,Introvert,0.030443814
10761,Extrovert,0.15357022
10766,Introvert,0.050649904
2575,Introvert,0.022697212
2576,Extrovert,0.98010486
10771,Extrovert,0.9768834
10772,Introvert,0.012311248
10774,Extrovert,0.9831835
2583,Introvert,0.05097188
10776,Introvert,0.030232562
10777,Extrovert,0.9738661
10778,Extrovert,0.9098443
2586,Extrovert,0.9795029
10780,Introvert,0.044837374
2587,Extrovert,0.9903632
2595,Extrovert,0.97307396
10788,Introvert,0.11133758
10791,Introvert,0.043629378
10792,Extrovert,0.952566
10793,Extrovert,0.9247909
10794,Extrovert,0.9682624
2605,Extrovert,0.96740514
2607,Extrovert,0.9896063
10800,Extrovert,0.9876008
10799,Introvert,0.10149537
2610,Extrovert,0.9789813
10803,Extrovert,0.98632914
10801,Extrovert,0.07383521
2613,Extrovert,0.16029216
10807,Extrovert,0.97142655
2615,Extrovert,0.97159487
10810,Extrovert,0.9807524
2622,Extrovert,0.99101603
10815,Introvert,0.031456783
10817,Extrovert,0.9434115
10819,Extrovert,0.98928386
10823,Extrovert,0.9606261
2632,Extrovert,0.9859496
2633,Introvert,0.039506886
2634,Introvert,0.046133388
2636,Introvert,0.042373605
10829,Extrovert,0.99005204
10833,Extrovert,0.98608893
10834,Extrovert,0.13139355
2642,Extrovert,0.9883978
2643,Introvert,0.11936278
2647,Introvert,0.12014436
10840,Introvert,0.07176013
2648,Extrovert,0.9807209
10839,Extrovert,0.9752494
2651,Introvert,0.55126977
10844,Introvert,0.59588236
2653,Introvert,0.9635412
10846,Introvert,0.24963498
2654,Extrovert,0.9890565
2656,Extrovert,0.9796061
18437,Extrovert,0.19615838
2658,Introvert,0.062117524
2660,Extrovert,0.98541784
2661,Introvert,0.123666376
10854,Extrovert,0.10406634
10856,Extrovert,0.9834939
10859,Introvert,0.0627953
10860,Introvert,0.006814027
2669,Introvert,0.09255178
10864,Introvert,0.089973
2672,Introvert,0.029311191
2676,Extrovert,0.9788936
10869,Extrovert,0.9499591
10868,Introvert,0.04096075
2678,Extrovert,0.96710235
10872,Introvert,0.040846996
2681,Extrovert,0.9824751
10874,Introvert,0.18180221
2683,Introvert,0.052384466
2684,Extrovert,0.995034
2685,Introvert,0.023877624
10877,Extrovert,0.94979817
10873,Introvert,0.028901974
10882,Extrovert,0.111299574
